,absolute_bp,relative_bp,freq_act,sub,ses,channel
462,2.3370934947681827,0.1082854057724152,alpha,008,02,Fz
463,3.3248007781067757,0.18493023755772126,beta,008,02,Fz
464,5.706865341315136,0.4337541345340819,gama,008,02,Fz
465,6.861912063403462,0.2540997401136813,delta,008,02,Pz
466,1.321972148375501,0.13962929808350372,tetha,008,02,Pz
467,1.1119568625292773,0.138541513758916,alpha,008,02,Pz
468,1.400830460637196,0.19974782796308815,beta,008,02,Pz
469,2.0679607592718745,0.4174864888694252,gama,008,02,Pz
470,23.79709995876102,0.365413606514441,delta,008,02,Oz
471,7.453431770806824,0.21314073495241043,tetha,008,02,Oz
472,5.508935489305699,0.1894688458559766,alpha,008,02,Oz
473,5.56871142164333,0.22204226052122433,beta,008,02,Oz
474,4.125523562686821,0.2830979992742909,gama,008,02,Oz
475,208666765.67672652,0.3682164504126226,delta,008,02,X
476,30626146.19027242,0.16454831144193174,tetha,008,02,X
477,20141431.931498185,0.1303846188363697,alpha,008,02,X
478,39397480.0972223,0.32046740478829144,beta,008,02,X
479,18724341.96462598,0.2484150845522867,gama,008,02,X
480,559826831.358563,0.20483462123532362,delta,008,02,Y
481,79311549.1652931,0.19482949430467433,tetha,008,02,Y
482,43591080.96460282,0.14474658871252263,alpha,008,02,Y
483,54446543.69566314,0.2351535444441116,beta,008,02,Y
484,30793533.452311892,0.25311979981817634,gama,008,02,Y
485,357849988.4085991,0.25078543335147974,delta,008,02,Z
486,72550567.69679493,0.23976829878529177,tetha,008,02,Z
487,38899313.360014156,0.17747360374336016,alpha,008,02,Z
488,36268634.849383384,0.21245718126369306,beta,008,02,Z
489,14412140.238707444,0.18190691236248735,gama,008,02,Z
490,0.047115714367003236,0.01944717644580934,delta,008,01,Cz
491,0.03209300853575203,0.012829848612255999,tetha,008,01,Cz
492,0.03035389933882793,0.011416560941077913,alpha,008,01,Cz
493,0.08613964929241989,0.034807950406504126,beta,008,01,Cz
494,1.52887974300913,0.6744011935772573,gama,008,01,Cz
495,16.64881133540593,0.4729663465990279,delta,008,01,Fz
496,2.228987950198373,0.15048182970392934,tetha,008,01,Fz
497,1.1543008210717178,0.11095975881274411,alpha,008,01,Fz
498,1.385623643154233,0.17578531183090812,beta,008,01,Fz
499,1.8024867387077346,0.354024877238819,gama,008,01,Fz
500,12.601527552735087,0.3232904544869461,delta,008,01,Pz
501,2.4054642674229627,0.15068242833057913,tetha,008,01,Pz
502,2.008711692947802,0.1545366022024314,alpha,008,01,Pz
503,2.249286612793325,0.20337951781638203,beta,008,01,Pz
504,2.6870588303198915,0.36617533339484337,gama,008,01,Pz
505,36.603886768611794,0.38029947382113094,delta,008,01,Oz
506,10.408596327044304,0.20693302639146435,tetha,008,01,Oz
507,6.95182850878002,0.1704557878081393,alpha,008,01,Oz
508,6.7657236073599645,0.19571865843378594,beta,008,01,Oz
509,6.507852025379816,0.31655089107745465,gama,008,01,Oz
510,92443854.01557358,0.22515394790913598,delta,008,01,X
511,30280017.23828243,0.2990310608345221,tetha,008,01,X
512,12537713.35610044,0.16017152852837988,alpha,008,01,X
513,9365594.330625445,0.15850588284670322,beta,008,01,X
514,7023716.173767458,0.26619554668018486,gama,008,01,X
515,228822601.17776445,0.20618880826216773,delta,008,01,Y
516,81089846.99993429,0.2690323603080159,tetha,008,01,Y
517,41314361.31093694,0.1718582703622505,alpha,008,01,Y
518,46980225.21135513,0.23243819508178096,beta,008,01,Y
519,30204104.59525674,0.2593951919967929,gama,008,01,Y
520,259825243.53315684,0.21762622257993375,delta,008,01,Z
521,50542955.54946777,0.2577963896602501,tetha,008,01,Z
522,20420546.23856441,0.14894081199565504,alpha,008,01,Z
523,16734302.516677454,0.17123953823121854,beta,008,01,Z
524,8873938.417440724,0.21287953360497702,gama,008,01,Z
525,10.569731171795627,0.29987374467619804,delta,009,01,Cz
526,1.435501190256919,0.10984422770881289,tetha,009,01,Cz
527,0.8678589318052614,0.0817107444599601,alpha,009,01,Cz
528,2.1172760053063975,0.23925065135992424,beta,009,01,Cz
529,2.9287412234372066,0.41304324166551715,gama,009,01,Cz
530,165.30623540539563,0.519017640948159,delta,009,01,Fz
531,21.227414574168876,0.1543757833773198,tetha,009,01,Fz
532,7.7897296151712965,0.0917612257095253,alpha,009,01,Fz
533,10.200570384910527,0.18585917484057798,beta,009,01,Fz
534,9.643053351789414,0.30993842771486124,gama,009,01,Fz
535,10.414893293076279,0.2515194028974919,delta,009,01,Pz
536,1.3276736506572986,0.09443540617024884,tetha,009,01,Pz
537,1.1729935874749788,0.09832325995336606,alpha,009,01,Pz
538,2.6082620459622246,0.25232090332903395,beta,009,01,Pz
539,3.5585719009852506,0.4253354697809752,gama,009,01,Pz
540,47.36578148703788,0.2720622222883712,delta,009,01,Oz
541,9.741906761799164,0.14194264406137735,tetha,009,01,Oz
542,8.905407321906399,0.15796221544934566,alpha,009,01,Oz
543,15.604330777797623,0.3183810676499957,beta,009,01,Oz
544,8.252068832189313,0.23197949200533974,gama,009,01,Oz
545,2052074423.6609883,0.29914921980058745,delta,009,01,X
546,651735742.7375699,0.22967831535214245,tetha,009,01,X
547,371691291.7886411,0.16650777625919255,alpha,009,01,X
548,412813917.2498904,0.23900778624738092,beta,009,01,X
549,280186221.2085053,0.2670666908140509,gama,009,01,X
550,3488586034.200898,0.31661615914477875,delta,009,01,Y
551,1141269165.6241193,0.2100133001898903,tetha,009,01,Y
552,624055191.8558393,0.13849337721913668,alpha,009,01,Y
553,888168155.6852348,0.23923656180971425,beta,009,01,Y
554,883948287.0701612,0.3505866430797869,gama,009,01,Y
555,4559977796.730526,0.39815168984666727,delta,009,01,Z
556,798958972.2097764,0.183714420413905,tetha,009,01,Z
557,452402324.55162144,0.1403113467997652,alpha,009,01,Z
558,641897485.8942393,0.25562065034649856,beta,009,01,Z
559,383656224.9418882,0.24911586105068617,gama,009,01,Z
560,2.8739680970952644,0.15407153097461398,delta,011,01,Cz
561,1.5215887740159055,0.18755734907458332,tetha,011,01,Cz
562,1.3445832157216782,0.18171164697577882,alpha,011,01,Cz
563,1.7267991858888427,0.24273983811002373,beta,011,01,Cz
564,1.2625312106002442,0.26042784637033567,gama,011,01,Cz
565,23.06155616805125,0.2875128759684624,delta,011,01,Fz
566,7.944295851527118,0.20203771152650224,tetha,011,01,Fz
567,5.790250456960435,0.17123023971387424,alpha,011,01,Fz
568,6.753406945849358,0.22040584101025987,beta,011,01,Fz
569,5.478233258169222,0.2781636006880836,gama,011,01,Fz
570,3.3163983805029216,0.1471702606935917,delta,011,01,Pz
571,1.7248520600844757,0.1828756612238415,tetha,011,01,Pz
572,1.5425483011953203,0.1787747031488262,alpha,011,01,Pz
573,1.528418563690116,0.1832541689128972,beta,011,01,Pz
574,2.0165627692966144,0.3667954594169205,gama,011,01,Pz
575,9.655603263204652,0.16078515360217221,delta,011,01,Oz
576,10.090474636871612,0.22542527852838054,tetha,011,01,Oz
577,9.45170795681162,0.22683867967140967,alpha,011,01,Oz
578,7.769561532011014,0.18185100976687762,beta,011,01,Oz
579,7.178233595087855,0.28037912509569335,gama,011,01,Oz
580,257771916.68745324,0.31592088355712517,delta,011,01,X
581,58068991.31847444,0.2458822895679734,tetha,011,01,X
582,36570268.241782315,0.19788516066850817,alpha,011,01,X
583,34326629.787108906,0.21732320818292655,beta,011,01,X
584,17256957.94441288,0.20591540495509028,gama,011,01,X
585,533617165.0861031,0.15434036709960064,delta,011,01,Y
586,127766652.3983229,0.2941282474519978,tetha,011,01,Y
587,63952022.76973081,0.1976658786693143,alpha,011,01,Y
588,44403466.28986332,0.17053890648244005,beta,011,01,Y
589,15162902.4252148,0.14350578362875163,gama,011,01,Y
590,556387733.6292813,0.18518429799206074,delta,011,01,Z
591,72856807.59046656,0.22006335729605794,tetha,011,01,Z
592,36368794.73044281,0.17568409250128103,alpha,011,01,Z
593,24332278.312281363,0.16484660308768223,beta,011,01,Z
594,9989887.708744807,0.16309140645953515,gama,011,01,Z
595,396.3017011778957,0.24235633047349545,delta,011,02,Cz
596,12.057251670655718,0.08548344533851407,tetha,011,02,Cz
597,6.958778222084749,0.10601331510600295,alpha,011,02,Cz
598,5.203258761247206,0.13843274111215212,beta,011,02,Cz
599,2.0579603460586187,0.15845738610110457,gama,011,02,Cz
600,141.2938341606822,0.4476058023949914,delta,011,02,Fz
601,25.015482961193335,0.20874738522347136,tetha,011,02,Fz
602,11.156549749421753,0.1411968186969015,alpha,011,02,Fz
603,9.776153311526638,0.17969880283521164,beta,011,02,Fz
604,4.662727070498153,0.18770945461142707,gama,011,02,Fz
605,24.930365002832463,0.23955430859283786,delta,011,02,Pz
606,3.6701267037706344,0.19863572913523692,tetha,011,02,Pz
607,2.4099060897000797,0.1812098692088703,alpha,011,02,Pz
608,2.0702239221272647,0.1924833072333062,beta,011,02,Pz
609,1.1269784813145638,0.20535291289909258,gama,011,02,Pz
610,46.86888582660518,0.22018006641841767,delta,011,02,Oz
611,19.233300410752395,0.2629316933904841,tetha,011,02,Oz
612,14.29397682012054,0.23167347567891514,alpha,011,02,Oz
613,11.486773992650146,0.19588303894076617,beta,011,02,Oz
614,6.513692016609922,0.21505732312448314,gama,011,02,Oz
615,774094394.6764818,0.3397574309379799,delta,011,02,X
616,123048659.35397811,0.212084118551915,tetha,011,02,X
617,51801488.79947645,0.14198746620478672,alpha,011,02,X
618,43677067.81637291,0.17552927996025922,beta,011,02,X
619,21117715.152381513,0.1956039230576744,gama,011,02,X
620,1144148347.6506643,0.35956037056882756,delta,011,02,Y
621,166280883.1642417,0.22358642637386053,tetha,011,02,Y
622,77438984.53397538,0.1523020656027295,alpha,011,02,Y
623,83217039.39469649,0.21371806853510614,beta,011,02,Y
624,41989365.18311285,0.2044654453729483,gama,011,02,Y
625,705701089.2913433,0.3109457021125245,delta,011,02,Z
626,105591287.86908121,0.22945505105014732,tetha,011,02,Z
627,38959347.816537075,0.13314869379677435,alpha,011,02,Z
628,25015439.984325875,0.13627351102430785,beta,011,02,Z
629,12064649.812908048,0.18141891155679438,gama,011,02,Z
630,3.351285170440541,0.3547267996756035,delta,010,02,Cz
631,1.0142158122382094,0.16363919187993356,tetha,010,02,Cz
632,0.5706141666866954,0.10932717836333787,alpha,010,02,Cz
633,0.6475163837401722,0.1477212382967462,beta,010,02,Cz
634,1.3731133244867788,0.43895331750427397,gama,010,02,Cz
635,53.49260555712559,0.496148349602953,delta,010,02,Fz
636,8.372860913476162,0.17252319606712777,tetha,010,02,Fz
637,3.250393356806963,0.10004413410854161,alpha,010,02,Fz
638,2.6859689580688215,0.11922907538087922,beta,010,02,Fz
639,5.435305926476479,0.42343279047886195,gama,010,02,Fz
640,3.413839588229484,0.28671394062587574,delta,010,02,Pz
641,1.2831483565782378,0.15454250967316246,tetha,010,02,Pz
642,0.9113434388230393,0.12151101753293493,alpha,010,02,Pz
643,1.0901156237462502,0.16755951362691507,beta,010,02,Pz
644,2.2958950782023586,0.4903809192249657,gama,010,02,Pz
645,19.5768759857485,0.3381636100417506,delta,010,02,Oz
646,7.531083640166976,0.2078529521969742,tetha,010,02,Oz
647,5.572866995814504,0.17933033834852066,alpha,010,02,Oz
648,6.4353185707954115,0.24026013544286282,beta,010,02,Oz
649,4.283973177831294,0.2546333355096602,gama,010,02,Oz
650,35037755.327989794,0.20311097810870674,delta,010,02,X
651,9736660.510064095,0.23777197034675807,tetha,010,02,X
652,5251301.618984624,0.1572229544662544,alpha,010,02,X
653,5320745.661320426,0.19360876054053355,beta,010,02,X
654,5841593.868444272,0.3549686593961905,gama,010,02,X
655,70597677.50563107,0.16226450574446513,delta,010,02,Y
656,23627772.231855232,0.22654039458059608,tetha,010,02,Y
657,12918564.972330518,0.15486376205842967,alpha,010,02,Y
658,15651245.10090266,0.22351390601242038,beta,010,02,Y
659,13502444.865092857,0.32293907508361963,gama,010,02,Y
660,112490112.7011533,0.14200697870523746,delta,010,02,Z
661,25456432.529796008,0.26912258340728884,tetha,010,02,Z
662,11390240.130045835,0.16057932431356994,alpha,010,02,Z
663,8583030.933267744,0.16373774340881175,beta,010,02,Z
664,6538679.306906171,0.2684824344144223,gama,010,02,Z
665,4.405644958594348,0.27011219051603624,delta,010,01,Cz
666,1.1668296767402628,0.1868079660120576,tetha,010,01,Cz
667,0.7688031073951236,0.15292083616630683,alpha,010,01,Cz
668,0.8799124232415977,0.2075758681228516,beta,010,01,Cz
669,0.6715804311676443,0.24664946063731544,gama,010,01,Cz
670,59.561674620585144,0.5237084282737642,delta,010,01,Fz
671,10.18802038786336,0.20535857242376937,tetha,010,01,Fz
672,4.020082795955474,0.12632194063911253,alpha,010,01,Fz
673,2.9476499839779633,0.1409229804261661,beta,010,01,Fz
674,2.360916947072518,0.25353114415149886,gama,010,01,Fz
675,3.651339497602498,0.24352234456940972,delta,010,01,Pz
676,1.1465112506767117,0.17687197563390722,tetha,010,01,Pz
677,0.8981133587718205,0.16143924968714243,alpha,010,01,Pz
678,1.0893043259438842,0.2259765741597742,beta,010,01,Pz
679,0.856919366215622,0.265743122731836,gama,010,01,Pz
680,20.971406874771485,0.3430315733580919,delta,010,01,Oz
681,7.96858975550486,0.2401045723788309,tetha,010,01,Oz
682,5.298789895759784,0.19043140399088335,alpha,010,01,Oz
683,5.403000635654356,0.2355336199983257,beta,010,01,Oz
684,2.3313861277561303,0.18339852718829727,gama,010,01,Oz
685,117437619.26130281,0.08611766105353985,delta,010,01,X
686,787216998.7365077,0.6737326296607814,tetha,010,01,X
687,218642024.4524105,0.1627530430307523,alpha,010,01,X
688,104793018.42664462,0.11375629666885764,beta,010,01,X
689,30817766.45963801,0.1138407596358148,gama,010,01,X
690,867608717.6144032,0.07913472819400513,delta,010,01,Y
691,6445932272.16987,0.6029591173762507,tetha,010,01,Y
692,1828150619.5645852,0.1497222163054706,alpha,010,01,Y
693,889977587.9993206,0.11594172431400777,beta,010,01,Y
694,165237392.0957417,0.07531203162596317,gama,010,01,Y
695,1054047007.5407556,0.11010230226225853,delta,010,01,Z
696,5144144962.988832,0.570386133514324,tetha,010,01,Z
697,1338038547.185723,0.13164594406908792,alpha,010,01,Z
698,634244821.9737785,0.10757355582427246,beta,010,01,Z
699,75036274.48183116,0.048590294489386725,gama,010,01,Z
700,4.699126440267534,0.23187323766123533,delta,012,01,Cz
701,1.5863540711811877,0.16653420160317914,tetha,012,01,Cz
702,1.183363717320853,0.14269377029736502,alpha,012,01,Cz
703,1.6487700023345937,0.22159920241990116,beta,012,01,Cz
704,1.7585001674676013,0.3334899981832618,gama,012,01,Cz
705,53.605220100142795,0.4484862977392346,delta,012,01,Fz
706,14.324317779354043,0.21508438171188113,tetha,012,01,Fz
707,7.618063303074933,0.15664490901164063,alpha,012,01,Fz
708,8.090264502295446,0.21545867870987817,beta,012,01,Fz
709,4.296754522999777,0.21056593543189106,gama,012,01,Fz
710,6.835181978068079,0.19041136299838918,delta,012,01,Pz
711,1.889809125131503,0.15723528523070232,tetha,012,01,Pz
712,1.451319020400173,0.14258612988847996,alpha,012,01,Pz
713,1.8192547929750986,0.20069294727642598,beta,012,01,Pz
714,2.0931070455161978,0.32621050970250554,gama,012,01,Pz
715,95.20974093814104,0.10683091742717639,delta,012,01,Oz
716,13.980968430716104,0.08964432700227108,tetha,012,01,Oz
717,9.472878023725935,0.07399566890428616,alpha,012,01,Oz
718,13.047788519879049,0.11170219665124025,beta,012,01,Oz
719,40.30568264245068,0.41522153626766967,gama,012,01,Oz
720,80617548.58997077,0.16101571504297182,delta,012,01,X
721,20691253.80277016,0.17532085053496094,tetha,012,01,X
722,13493259.91559835,0.14403876226026294,alpha,012,01,X
723,17413345.07573231,0.20126131565448935,beta,012,01,X
724,25506734.817222916,0.41005651367863966,gama,012,01,X
725,244994116.91358086,0.11632205964343084,delta,012,01,Y
726,39062973.69381687,0.2053275562756586,tetha,012,01,Y
727,27694636.397662614,0.18701212657182134,alpha,012,01,Y
728,29480270.252828166,0.23188363212539517,beta,012,01,Y
729,17576487.755775068,0.2460101398852268,gama,012,01,Y
730,96090943.62279819,0.14884825430383944,delta,012,01,Z
731,42680688.84330773,0.36256922145912485,tetha,012,01,Z
732,14627417.503019178,0.14910940026723668,alpha,012,01,Z
733,10758728.596142676,0.15623585839059517,beta,012,01,Z
734,5884763.130359996,0.20831556182190367,gama,012,01,Z
735,15.276441733080818,0.14814226752089454,delta,012,02,Cz
736,2.755217515418761,0.19394614938205296,tetha,012,02,Cz
737,1.8611277005656173,0.16469227888174404,alpha,012,02,Cz
738,2.5215836971296666,0.2583868418703297,beta,012,02,Cz
739,1.3388816375550614,0.21593064973038778,gama,012,02,Cz
740,87.09699377791272,0.3374031621173268,delta,012,02,Fz
741,19.63203779755721,0.21524185500862242,tetha,012,02,Fz
742,9.21869319061038,0.14444977481663887,alpha,012,02,Fz
743,9.96142384944513,0.2128872246160134,beta,012,02,Fz
744,4.947758040303926,0.20419131195641663,gama,012,02,Fz
745,60.44813177995384,0.13181095614059493,delta,012,02,Pz
746,2.0570423583300714,0.11110283995700741,tetha,012,02,Pz
747,1.2583488686049185,0.11382058585237972,alpha,012,02,Pz
748,1.3377447635922586,0.16695276443607873,beta,012,02,Pz
749,1.3435646088347781,0.29004255814288493,gama,012,02,Pz
750,62.277247864746386,0.093425706634918,delta,012,02,Oz
751,12.423346296728695,0.0974865145654134,tetha,012,02,Oz
752,9.60457423343901,0.08600270816896972,alpha,012,02,Oz
753,13.520795807665534,0.13014238461775754,beta,012,02,Oz
754,36.020587058784066,0.4170780859469343,gama,012,02,Oz
755,319855435.6145062,0.12015922553798884,delta,012,02,X
756,39666833.829383194,0.1556530486718325,tetha,012,02,X
757,44358966.34303986,0.21866282144298285,alpha,012,02,X
758,50993247.01210434,0.28172905513569163,beta,012,02,X
759,22158184.460873857,0.20336655380155588,gama,012,02,X
760,338877613.66471565,0.13733425333060972,delta,012,02,Y
761,93201997.94521685,0.24901376992923482,tetha,012,02,Y
762,74993413.60737155,0.23463098706583926,alpha,012,02,Y
763,71689186.59660175,0.2542833881167208,beta,012,02,Y
764,20334978.799749855,0.1398486649727124,gama,012,02,Y
765,408826987.55910784,0.09731392130415571,delta,012,02,Z
766,51146935.61253464,0.20304631756951375,tetha,012,02,Z
767,32766600.09875744,0.1819890075911068,alpha,012,02,Z
768,30622761.429868072,0.22306392583179907,beta,012,02,Z
769,10478526.902468737,0.15699614274589832,gama,012,02,Z
770,8.24214282804688,0.23855605363910257,delta,013,01,Cz
771,1.9934523986885992,0.17220238745363378,tetha,013,01,Cz
772,1.655322649725504,0.1785391289481154,alpha,013,01,Cz
773,2.564739240688741,0.3151014078646651,beta,013,01,Cz
774,0.9447628715483167,0.17355074815189464,gama,013,01,Cz
775,157.75330186785868,0.5494083983277132,delta,013,01,Fz
776,24.592190435946797,0.18210979292938592,tetha,013,01,Fz
777,12.095312828405316,0.14060166780357025,alpha,013,01,Fz
778,16.033109662819815,0.2668441652449396,beta,013,01,Fz
779,3.993208149728692,0.12660703729344047,gama,013,01,Fz
780,6.798446293701467,0.24107849682152244,delta,013,01,Pz
781,1.5509192488775814,0.16369180058541444,tetha,013,01,Pz
782,1.4135257494287075,0.18371129687158844,alpha,013,01,Pz
783,1.8357145159994852,0.2682617813147723,beta,013,01,Pz
784,0.9840336592875008,0.21962551134756814,gama,013,01,Pz
785,36.10101937680065,0.3347460807314047,delta,013,01,Oz
786,10.936618267164443,0.20260100828588262,tetha,013,01,Oz
787,9.140591226314214,0.2090556951084432,alpha,013,01,Oz
788,11.03743765750959,0.2873419389519115,beta,013,01,Oz
789,3.3405204792640983,0.14624865297897266,gama,013,01,Oz
790,40427273.09445284,0.2168457448637479,delta,013,01,X
791,21856503.70364163,0.2985751392032052,tetha,013,01,X
792,12140170.525039002,0.18513172722083748,alpha,013,01,X
793,11776645.844912251,0.22866576079168116,beta,013,01,X
794,4728184.416409064,0.18280023673643242,gama,013,01,X
795,92593793.97085726,0.15273478012516298,delta,013,01,Y
796,103500293.23945299,0.32938004010584065,tetha,013,01,Y
797,59176363.57699165,0.1885503184508787,alpha,013,01,Y
798,61368407.38890019,0.2472252607230252,beta,013,01,Y
799,19016860.239787415,0.152646349551118,gama,013,01,Y
800,44518287.96436861,0.16196551766540643,delta,013,01,Z
801,38445426.021821186,0.2954941242058562,tetha,013,01,Z
802,25302929.359786883,0.20555578460408117,alpha,013,01,Z
803,24179356.783719737,0.23620258040148287,beta,013,01,Z
804,8460861.89294868,0.1643658520897032,gama,013,01,Z
805,14.474459991644247,0.359713021289311,delta,013,02,Cz
806,3.2367383386009223,0.19233169429529184,tetha,013,02,Cz
807,2.0072587005673657,0.15723518216504515,alpha,013,02,Cz
808,2.838453815519856,0.2740373874598356,beta,013,02,Cz
809,1.1994910665371055,0.1862095118984454,gama,013,02,Cz
810,332.2299419862182,0.56276701127099,delta,013,02,Fz
811,44.45351957031159,0.17838775096294193,tetha,013,02,Fz
812,15.081446475423963,0.10647104615166009,alpha,013,02,Fz
813,13.660698057038816,0.16540001906700275,beta,013,02,Fz
814,4.589770277263306,0.13555834927881255,gama,013,02,Fz
815,8.513985103184881,0.25975589032143315,delta,013,02,Pz
816,1.7855599695544657,0.16350796424736097,tetha,013,02,Pz
817,1.4720032536006178,0.1679824730978869,alpha,013,02,Pz
818,1.8666916390338422,0.24434890186260033,beta,013,02,Pz
819,1.2609094888908592,0.24982000705186883,gama,013,02,Pz
820,44.40149358037749,0.3708977788702804,delta,013,02,Oz
821,12.917611576809591,0.18740855533297396,tetha,013,02,Oz
822,10.457781359217472,0.18809998415519943,alpha,013,02,Oz
823,11.866794414238063,0.2450186706694929,beta,013,02,Oz
824,6.33372415158921,0.21153662268944765,gama,013,02,Oz
825,7560142.09671312,0.19756393653242105,delta,013,02,X
826,6896458.639914633,0.2876891920676403,tetha,013,02,X
827,4277607.718932556,0.18632789514862608,alpha,013,02,X
828,4981833.842523521,0.25709368061385085,beta,013,02,X
829,2520603.67985212,0.22344089009437135,gama,013,02,X
830,28874464.01743765,0.1610707631097531,delta,013,02,Y
831,52928782.60105562,0.32916553177788704,tetha,013,02,Y
832,32118430.14868954,0.19776647873407172,alpha,013,02,Y
833,36252182.101612404,0.2723250136816027,beta,013,02,Y
834,9668252.933163524,0.13705704723713533,gama,013,02,Y
835,6583315.348767365,0.170650375281712,delta,013,02,Z
836,9953319.414753411,0.28991243636551955,tetha,013,02,Z
837,5939554.440399249,0.17646861295381763,alpha,013,02,Z
838,6649332.635285486,0.22571768691139926,beta,013,02,Z
839,5087286.685191842,0.29304230012686233,gama,013,02,Z
840,8.862521886132209,0.2522943008548195,delta,014,02,Cz
841,1.5618308615334673,0.12593684200398733,tetha,014,02,Cz
842,1.861359140631277,0.18403216575844994,alpha,014,02,Cz
843,2.6296199382265772,0.28033297549994085,beta,014,02,Cz
844,1.40808687569035,0.21751642608740177,gama,014,02,Cz
845,252.11390196407933,0.509035077297766,delta,014,02,Fz
846,24.258208749270896,0.13094811653324123,tetha,014,02,Fz
847,13.076400819380575,0.1097234483117257,alpha,014,02,Fz
848,14.75409550496684,0.16590239817733002,beta,014,02,Fz
849,21.418977890607703,0.37813379633131755,gama,014,02,Fz
850,10.324402350547865,0.24948106186801108,delta,014,02,Pz
851,2.4087671558158936,0.14004819025496182,tetha,014,02,Pz
852,2.777857316042311,0.19233913202629604,alpha,014,02,Pz
853,3.6560604914982475,0.271329786751206,beta,014,02,Pz
854,2.1164301750440466,0.23184422171464053,gama,014,02,Pz
855,41.00331801323539,0.29346413894371454,delta,014,02,Oz
856,11.330567166551756,0.15256115524469965,tetha,014,02,Oz
857,11.725271020907048,0.1852588430137407,alpha,014,02,Oz
858,14.058549154548944,0.23782082665506182,beta,014,02,Oz
859,11.460372634897613,0.2859792211738915,gama,014,02,Oz
860,227322520.68023047,0.13242457014003667,delta,014,02,X
861,359794643.2259274,0.35516084221513794,tetha,014,02,X
862,235827262.82621646,0.22167774112038616,alpha,014,02,X
863,211611438.55610436,0.23540695440369788,beta,014,02,X
864,75374580.17145504,0.15743818230726084,gama,014,02,X
865,387727264.7603115,0.04185981631751553,delta,014,02,Y
866,4720799637.391119,0.6794435923778973,tetha,014,02,Y
867,1262459823.323202,0.1552113267815748,alpha,014,02,Y
868,1023166557.4049971,0.17266749524382727,beta,014,02,Y
869,320655735.277287,0.13957916439518323,gama,014,02,Y
870,556337577.9060893,0.04119498472234103,delta,014,02,Z
871,8105037625.379121,0.8689251928531375,tetha,014,02,Z
872,1808921269.0793307,0.1583583742222305,alpha,014,02,Z
873,466352022.55064297,0.06198316969859238,beta,014,02,Z
874,50300877.1016625,0.034077727925274526,gama,014,02,Z
875,18.070492695962535,0.18619541992967506,delta,014,01,Cz
876,1.7694477320279296,0.11497903480277137,tetha,014,01,Cz
877,1.8918851435576594,0.161710525894597,alpha,014,01,Cz
878,2.8436218435465577,0.27882529805281553,beta,014,01,Cz
879,1.8236419036089495,0.2538436372592051,gama,014,01,Cz
880,133.03490897665142,0.37333363562391597,delta,014,01,Fz
881,21.900214500887817,0.15001321668142323,tetha,014,01,Fz
882,12.575646998754351,0.11975169801176302,alpha,014,01,Fz
883,15.463211822406818,0.18897051100035875,beta,014,01,Fz
884,19.41378464538724,0.36141753740787336,gama,014,01,Fz
885,18.525242791680842,0.173439242681215,delta,014,01,Pz
886,1.4120340414234769,0.1152909997685553,tetha,014,01,Pz
887,1.399338779646848,0.15727777943401228,alpha,014,01,Pz
888,1.8678933169416254,0.2466924032433172,beta,014,01,Pz
889,1.3427980808034876,0.258461762773779,gama,014,01,Pz
890,40.77993301081444,0.21095889011846386,delta,014,01,Oz
891,8.494106081878062,0.13379500245801818,tetha,014,01,Oz
892,9.366644130814525,0.1740698797942562,alpha,014,01,Oz
893,11.801423138889339,0.2368303723225481,beta,014,01,Oz
894,10.675432057316469,0.3030254601485051,gama,014,01,Oz
895,320382670.43793035,0.17433620855247622,delta,014,01,X
896,318806035.6127758,0.45509713612198494,tetha,014,01,X
897,111211613.27481252,0.15893200157540713,alpha,014,01,X
898,116123108.76615837,0.21405460399772938,beta,014,01,X
899,48459457.124172136,0.18668263852743977,gama,014,01,X
900,741670653.9236978,0.11782111005488467,delta,014,01,Y
901,987636833.8908255,0.5526162009492491,tetha,014,01,Y
902,310877519.0557763,0.16845724768561718,alpha,014,01,Y
903,236203125.6635822,0.1765886206492661,beta,014,01,Y
904,63270301.05233998,0.12308625633940362,gama,014,01,Y
905,667779974.9413017,0.07404982711188235,delta,014,01,Z
906,3189711754.2721043,0.7894385828290675,tetha,014,01,Z
907,733875323.4801483,0.15437447981139427,alpha,014,01,Z
908,243048590.2035255,0.07868312029043464,beta,014,01,Z
909,26350608.109401394,0.03895289794033818,gama,014,01,Z
910,6.454226618818575,0.1848465754565668,delta,016,02,Cz
911,1.1505220200142852,0.1352724342617441,tetha,016,02,Cz
912,0.9029898564409994,0.12865089365800064,alpha,016,02,Cz
913,1.7243259326513012,0.2808894194646938,beta,016,02,Cz
914,1.2803632694007925,0.2733229403480971,gama,016,02,Cz
915,77.90948841144001,0.39234219553932936,delta,016,02,Fz
916,6.602142871973261,0.1350578637373638,tetha,016,02,Fz
917,3.968541167922118,0.12554096978549417,alpha,016,02,Fz
918,6.786378662797365,0.2839378021530718,beta,016,02,Fz
919,3.5697651586493864,0.22788819756239426,gama,016,02,Fz
920,8.347361447392034,0.16892435066985542,delta,016,02,Pz
921,1.0336123568171747,0.1145974607108219,tetha,016,02,Pz
922,0.90164126344574,0.12253906268405917,alpha,016,02,Pz
923,1.5707315102686008,0.24463569441872848,beta,016,02,Pz
924,1.6708235507576945,0.3368127093773732,gama,016,02,Pz
925,20.685826575426432,0.19008599592489833,delta,016,02,Oz
926,4.85670294029538,0.08682235435944105,tetha,016,02,Oz
