,absolute_bp,relative_bp,freq_act,sub,ses,channel
195,443731589.41101444,0.12313931390333681,delta,002,02,X
196,33638713.82349162,0.15371416548576824,tetha,002,02,X
197,17452634.395637132,0.1285934266897605,alpha,002,02,X
198,19491231.628469817,0.18732499202375008,beta,002,02,X
199,20357471.166656047,0.3452460344444449,gama,002,02,X
200,151857336.2947607,0.28192339207954237,delta,002,02,Y
201,20568031.95073683,0.19206636438169636,tetha,002,02,Y
202,9171245.961341944,0.12034175660999605,alpha,002,02,Y
203,8522445.604013383,0.14619540878183623,beta,002,02,Y
204,14236559.606131816,0.42410652616651057,gama,002,02,Y
205,425513702.66975474,0.10690285554877094,delta,002,02,Z
206,28886951.124197036,0.16014818444743517,tetha,002,02,Z
207,13550889.872118575,0.13610944588280188,alpha,002,02,Z
208,10881801.691966051,0.16231054931224828,beta,002,02,Z
209,6245939.3093526475,0.21366480726916917,gama,002,02,Z
210,0.04326570571694627,0.03618333579121912,delta,004,01,Cz
211,0.0303788496822434,0.028512934683173414,tetha,004,01,Cz
212,0.028277796267652283,0.026589287155383643,alpha,004,01,Cz
213,0.08200079394640468,0.07915693002546634,beta,004,01,Cz
214,0.4385525990290714,0.44510450105630195,gama,004,01,Cz
215,64.96585881925931,0.4506945627902469,delta,004,01,Fz
216,11.675950988711993,0.1676956922958614,tetha,004,01,Fz
217,5.0533457371601935,0.10270726128081761,alpha,004,01,Fz
218,7.111412142103661,0.1918687271831246,beta,004,01,Fz
219,8.850248761579008,0.367142928770534,gama,004,01,Fz
220,8.899446180759417,0.21641069225492995,delta,004,01,Pz
221,2.2711715689240286,0.16180344478298095,tetha,004,01,Pz
222,1.797018651265279,0.15555564733411442,alpha,004,01,Pz
223,2.4082880449679265,0.22922912224155617,beta,004,01,Pz
224,2.2398386019686622,0.3086951054598935,gama,004,01,Pz
225,40.26294565980962,0.20741178401222118,delta,004,01,Oz
226,10.111503535137484,0.1505517748139026,tetha,004,01,Oz
227,8.216732056863878,0.14701837285997904,alpha,004,01,Oz
228,10.547119575112589,0.20474438276749732,beta,004,01,Oz
229,13.27403982459767,0.36122461246177057,gama,004,01,Oz
230,2443908432.1492906,0.2615117172517803,delta,004,01,X
231,262783548.92349043,0.19643859356161225,tetha,004,01,X
232,99122351.55013642,0.12269034904107774,alpha,004,01,X
233,94505269.0758663,0.17525351516960885,beta,004,01,X
234,42650192.02761888,0.19193505517470458,gama,004,01,X
235,3409380185.1688447,0.26250527292605985,delta,004,01,Y
236,759628395.9742117,0.3007536293667382,tetha,004,01,Y
237,267588708.42271885,0.1500215128159688,alpha,004,01,Y
238,166011714.9859151,0.13224935187608972,beta,004,01,Y
239,71866253.80015168,0.17017079682897301,gama,004,01,Y
240,2704941586.774545,0.2778438205061466,delta,004,01,Z
241,311665540.157479,0.19018493559775063,tetha,004,01,Z
242,98423371.55620678,0.10628538772140493,alpha,004,01,Z
243,55897139.06640371,0.10147555260073836,beta,004,01,Z
244,63978723.3701511,0.31197686484143167,gama,004,01,Z
245,10.759656407583401,0.31335875065321217,delta,004,02,Cz
246,2.653184754455289,0.15595418397579786,tetha,004,02,Cz
247,1.9955673043587678,0.14542790348944257,alpha,004,02,Cz
248,2.8937540658379293,0.23811896176755393,beta,004,02,Cz
249,2.7271811486165713,0.323778009089268,gama,004,02,Cz
250,136.64611695117486,0.5376029449050527,delta,004,02,Fz
251,23.076536287433257,0.16736852622017345,tetha,004,02,Fz
252,10.304847901830374,0.1113100623124293,alpha,004,02,Fz
253,13.608703944999847,0.20166505864088585,beta,004,02,Fz
254,12.894582187646872,0.3155349576852514,gama,004,02,Fz
255,0.12158132632119817,0.07940150013060679,delta,004,02,Pz
256,0.051843353772248364,0.03732341246693827,tetha,004,02,Pz
257,0.045302008859842605,0.03278554108719778,alpha,004,02,Pz
258,0.10516303000075955,0.07931695999699544,beta,004,02,Pz
259,0.6419506148179427,0.5242282774267448,gama,004,02,Pz
260,28.793843215803726,0.24031770599547678,delta,004,02,Oz
261,8.678738492159122,0.13619868546830063,tetha,004,02,Oz
262,7.536025244828101,0.13676276882687155,alpha,004,02,Oz
263,9.605480149029095,0.18441221429587307,beta,004,02,Oz
264,15.934180669934616,0.4111205316002985,gama,004,02,Oz
265,913846208.1309015,0.25023012512456644,delta,004,02,X
266,201912155.85381162,0.2895002753955362,tetha,004,02,X
267,80797485.71941596,0.15788109830831398,alpha,004,02,X
268,49060179.80562379,0.13968119079878324,beta,004,02,X
269,26274072.225828744,0.19534702704173587,gama,004,02,X
270,1551231583.8710399,0.26594581995095523,delta,004,02,Y
271,535924439.4395693,0.349811786660317,tetha,004,02,Y
272,207388620.2434659,0.17176416891439927,alpha,004,02,Y
273,116100736.50724629,0.13072728068371692,beta,004,02,Y
274,52114912.13850877,0.1680902938256937,gama,004,02,Y
275,1716563223.7806616,0.3044648845174966,delta,004,02,Z
276,227000058.35008734,0.2257867478886595,tetha,004,02,Z
277,84467031.40005448,0.13821862046250277,alpha,004,02,Z
278,44663239.98196574,0.11854595942234095,beta,004,02,Z
279,15754892.308233704,0.13097003441983912,gama,004,02,Z
280,3.823135868124852,0.2752355236965549,delta,005,01,Cz
281,0.6306116159695778,0.11689940507317614,tetha,005,01,Cz
282,0.2978788828318262,0.06850952712345118,alpha,005,01,Cz
283,0.4646294990939417,0.1270092346664868,beta,005,01,Cz
284,1.2877402633084696,0.4426423762077804,gama,005,01,Cz
285,73.31796547893529,0.5238498724452383,delta,005,01,Fz
286,11.197752970884483,0.1861932423960446,tetha,005,01,Fz
287,3.4620976463820905,0.09115194188865629,alpha,005,01,Fz
288,2.202596006890565,0.0909679845440771,beta,005,01,Fz
289,3.900663231023197,0.32101125678082776,gama,005,01,Fz
290,4.330514505610242,0.21060454438427786,delta,005,01,Pz
291,0.7436428610479143,0.1169091212141822,tetha,005,01,Pz
292,0.40224922266083885,0.07782940719153376,alpha,005,01,Pz
293,0.6478235937208527,0.14456148186433931,beta,005,01,Pz
294,1.4607468192107889,0.4042025297286927,gama,005,01,Pz
295,33.88342895588899,0.13271947670076356,delta,005,01,Oz
296,3.276476014866992,0.05335447882503711,tetha,005,01,Oz
297,2.1457896564063415,0.04009251984255958,alpha,005,01,Oz
298,5.5320518515805075,0.11066523756489105,beta,005,01,Oz
299,23.15348933427175,0.5039219072409407,gama,005,01,Oz
300,157321103.75720873,0.34065695757557596,delta,005,01,X
301,45559950.4841987,0.19991702561509386,tetha,005,01,X
302,23130207.774351712,0.13516569929841496,alpha,005,01,X
303,27841318.32851327,0.2215690147170815,beta,005,01,X
304,22052367.56038149,0.29892097023757247,gama,005,01,X
305,198311626.66373256,0.2495175005316021,delta,005,01,Y
306,123144243.05068102,0.29013483313252714,tetha,005,01,Y
307,74931038.79363146,0.2041431404757743,alpha,005,01,Y
308,76291497.48163244,0.24643663501485447,beta,005,01,Y
309,30029614.313014068,0.1820981098242853,gama,005,01,Y
310,290673452.72921306,0.24562460999998045,delta,005,01,Z
311,58436840.72191973,0.236181623820904,tetha,005,01,Z
312,32379304.45543167,0.18216713969369552,alpha,005,01,Z
313,28385120.708589047,0.21345760254722987,beta,005,01,Z
314,9561116.804426968,0.1548950237338383,gama,005,01,Z
315,7.021244355964455,0.2984852942140675,delta,005,02,Cz
316,1.04674442734896,0.13672805361562104,tetha,005,02,Cz
317,0.4114959012179335,0.07076101596523145,alpha,005,02,Cz
318,0.48310465427725874,0.10648383493101118,beta,005,02,Cz
319,1.4813878673896632,0.44812766357092737,gama,005,02,Cz
320,125.24496491718055,0.578778564843844,delta,005,02,Fz
321,18.559605052248227,0.19769523205275533,tetha,005,02,Fz
322,5.523678385869203,0.09577415846945568,alpha,005,02,Fz
323,2.6910499004104547,0.07871350026949889,beta,005,02,Fz
324,4.005843980978947,0.28485796951211967,gama,005,02,Fz
325,4.513733715722566,0.2559428564337392,delta,005,02,Pz
326,0.6997733418772515,0.1119557271720922,tetha,005,02,Pz
327,0.3470913455437388,0.06853735001098554,alpha,005,02,Pz
328,0.5521974288643495,0.1274794259616273,beta,005,02,Pz
329,1.4532139723250834,0.41397280720049595,gama,005,02,Pz
330,25.123120705866704,0.29611483743891076,delta,005,02,Oz
331,3.42071143722206,0.08698431470822061,tetha,005,02,Oz
332,1.7316833052074845,0.05258403017425611,alpha,005,02,Oz
333,2.967286110037637,0.10140476229338508,beta,005,02,Oz
334,11.529272382989884,0.45634213724464134,gama,005,02,Oz
335,89483376.86686015,0.23211849536496254,delta,005,02,X
336,19246658.098394744,0.21400822245799062,tetha,005,02,X
337,10257117.23546209,0.13956343781011732,alpha,005,02,X
338,14273150.36945267,0.24275127731675136,beta,005,02,X
339,11008466.592252795,0.30747665489464904,gama,005,02,X
340,172359757.68362957,0.2564640097278728,delta,005,02,Y
341,100857410.19345772,0.31680052376410334,tetha,005,02,Y
342,55789295.17690061,0.19549476256380408,alpha,005,02,Y
343,56626009.99550421,0.23751981846989537,beta,005,02,Y
344,19609150.886549193,0.16475278560999934,gama,005,02,Y
345,190626259.00426298,0.31396112541557913,delta,005,02,Z
346,80273013.92900911,0.3610795525610608,tetha,005,02,Z
347,37461941.310139954,0.2010838813577041,alpha,005,02,Z
348,26411858.292931527,0.17965471713728667,beta,005,02,Z
349,7167260.837049456,0.12362521526526238,gama,005,02,Z
350,20.48358306548696,0.22446992374134253,delta,007,01,Cz
351,2.8630625693173926,0.14131347151609958,tetha,007,01,Cz
352,1.5437286646744224,0.10402714746371781,alpha,007,01,Cz
353,2.8643906533331176,0.248429631074191,beta,007,01,Cz
354,2.7041136364085645,0.333844503370033,gama,007,01,Cz
355,269.40040729804315,0.3297320910367615,delta,007,01,Fz
356,63.708252678083085,0.24586705364239647,tetha,007,01,Fz
357,20.021838267473363,0.11723903727159304,alpha,007,01,Fz
358,13.588295041686754,0.13429064131370444,beta,007,01,Fz
359,5.417725003771946,0.15122122916456546,gama,007,01,Fz
360,31.174438916968338,0.14504555734638955,delta,007,01,Pz
361,2.6590088637827707,0.1255669301960535,tetha,007,01,Pz
362,1.517421871882675,0.10984006309883479,alpha,007,01,Pz
363,2.3941291755981937,0.22813661866481064,beta,007,01,Pz
364,2.152023963499705,0.30663194690284523,gama,007,01,Pz
365,188.5922786669782,0.07700880674464188,delta,007,01,Oz
366,12.255853444813251,0.09958384954783193,tetha,007,01,Oz
367,7.808217557828388,0.10571453307777369,alpha,007,01,Oz
368,10.615843514369649,0.18821826841265024,beta,007,01,Oz
369,12.3782006725196,0.3296031328675407,gama,007,01,Oz
370,1569479440.840704,0.41302798893935005,delta,007,01,X
371,225071693.56463557,0.22060806462766352,tetha,007,01,X
372,116721960.86287212,0.1751414927236768,alpha,007,01,X
373,107187708.32130781,0.20856078597671882,beta,007,01,X
374,39588633.81409593,0.16554543261528704,gama,007,01,X
375,1933494421.7406325,0.2530054178648359,delta,007,01,Y
376,663098490.4664026,0.3116175900064762,tetha,007,01,Y
377,316933360.9099311,0.19497080536512404,alpha,007,01,Y
378,244681554.043241,0.19071152105919467,beta,007,01,Y
379,57266250.564576566,0.10955108764609543,gama,007,01,Y
380,1478972147.6248734,0.32995911612899503,delta,007,01,Z
381,414056285.49286044,0.2907073477933169,tetha,007,01,Z
382,207947204.29819715,0.19978606536077015,alpha,007,01,Z
383,134467402.1595846,0.17155155749721687,beta,007,01,Z
384,25810797.21653642,0.08864979061759198,gama,007,01,Z
385,13.843880398484705,0.130053856710992,delta,006,01,Cz
386,1.6020515670981013,0.1252519938384888,tetha,006,01,Cz
387,1.5352469721418132,0.14800780627159674,alpha,006,01,Cz
388,3.6057223272405237,0.39169806305518257,beta,006,01,Cz
389,1.3550703667244015,0.18924509246522775,gama,006,01,Cz
390,20.36517499527587,0.19962255076086824,delta,006,01,Fz
391,5.506749476494855,0.12092717727880105,tetha,006,01,Fz
392,7.218324637641528,0.17558076270475487,alpha,006,01,Fz
393,17.91433373103649,0.46927976938850896,beta,006,01,Fz
394,4.475866783818449,0.14475311425357987,gama,006,01,Fz
395,6.326799177536527,0.1538026426359747,delta,006,01,Pz
396,1.2732218716375567,0.14071030137085735,tetha,006,01,Pz
397,1.0941035911284902,0.1433227146772935,alpha,006,01,Pz
398,2.1394487741274135,0.31739196684206167,beta,006,01,Pz
399,1.2480587090878332,0.24427719604156625,gama,006,01,Pz
400,21.020180985637555,0.20195243430457271,delta,006,01,Oz
401,6.93158368817779,0.1523605347054523,tetha,006,01,Oz
402,7.279854181172329,0.18004575378585583,alpha,006,01,Oz
403,11.269113319478084,0.3097307281875025,beta,006,01,Oz
404,5.862163181736145,0.22337415026008806,gama,006,01,Oz
405,175000732.0790687,0.40523955132850453,delta,006,01,X
406,12574348.93937263,0.15030095858378584,tetha,006,01,X
407,6354991.628429963,0.13152211350850057,alpha,006,01,X
408,6809868.6945877625,0.18717661620991172,beta,006,01,X
409,6485169.15794288,0.32823344073872057,gama,006,01,X
410,112978259.56591211,0.41675271901023153,delta,006,01,Y
411,20781718.598669887,0.18762945661900268,tetha,006,01,Y
412,9653339.289661922,0.12050386286942502,alpha,006,01,Y
413,19465803.325877745,0.3117520586603578,beta,006,01,Y
414,10681467.277276766,0.2554720089968158,gama,006,01,Y
415,150218523.5523638,0.4089892015884814,delta,006,01,Z
416,11876006.343372801,0.15066589648269774,tetha,006,01,Z
417,5394408.295621901,0.1071553541486124,alpha,006,01,Z
418,6139721.234139035,0.17623570868482807,beta,006,01,Z
419,7623402.098950194,0.3813235995136422,gama,006,01,Z
420,5.002690178354502,0.14778399240732978,delta,006,02,Cz
421,1.0953061664829025,0.11684143624331994,tetha,006,02,Cz
422,1.1667276797081698,0.14225811932113278,alpha,006,02,Cz
423,2.655973597296817,0.35464034144611367,beta,006,02,Cz
424,1.5052122643097696,0.24923535883950795,gama,006,02,Cz
425,12.641700157824197,0.17453004955226292,delta,006,02,Fz
426,4.871984650530828,0.12676654256137948,tetha,006,02,Fz
427,5.880744818702584,0.1653476279537228,alpha,006,02,Fz
428,15.504081666000038,0.46304281928267976,beta,006,02,Fz
429,4.5192727560437085,0.16463630401549817,gama,006,02,Fz
430,7.442547044679156,0.15896938857265033,delta,006,02,Pz
431,1.230031306286354,0.11737667095146717,tetha,006,02,Pz
432,1.1705340512395623,0.1327848341965521,alpha,006,02,Pz
433,2.090241454322678,0.2672805511934935,beta,006,02,Pz
434,2.019932344040636,0.3348831345925133,gama,006,02,Pz
435,17.388778129598997,0.17329056762275136,delta,006,02,Oz
436,5.901251700773091,0.1214056334564247,tetha,006,02,Oz
437,6.814836479890155,0.15348704167603597,alpha,006,02,Oz
438,11.035719577659195,0.2676709990742339,beta,006,02,Oz
439,9.582236534331468,0.2986624727945899,gama,006,02,Oz
440,5586561.875273065,0.28353670863508446,delta,006,02,X
441,2283620.910606172,0.1855654862494072,tetha,006,02,X
442,1949244.9889321194,0.18250799319384864,alpha,006,02,X
443,2721950.0751846638,0.2885060374999959,beta,006,02,X
444,1674080.368888922,0.2640908914935907,gama,006,02,X
445,5796411.120503006,0.22714749513079882,delta,006,02,Y
446,1655843.8712137784,0.11193688285142132,tetha,006,02,Y
447,1405363.667288154,0.10441878451415233,alpha,006,02,Y
448,4110695.655256826,0.32656995637298053,beta,006,02,Y
449,4152314.480180842,0.3815686037903276,gama,006,02,Y
450,11058600.209353767,0.28836290875883636,delta,006,02,Z
451,3792233.4319410175,0.16471423159249804,tetha,006,02,Z
452,3483356.480487595,0.172598121390172,alpha,006,02,Z
453,4964413.914770753,0.2724510665183443,beta,006,02,Z
454,4134150.15550563,0.3209002533826994,gama,006,02,Z
455,0.04682074752770994,0.02012317284074961,delta,008,02,Cz
456,0.03244167835923456,0.013484299383487974,tetha,008,02,Cz
457,0.03130730835621848,0.01226032375453906,alpha,008,02,Cz
458,0.08668229840782116,0.03640609265378194,beta,008,02,Cz
459,1.6036258459120551,0.7346922562852286,gama,008,02,Cz
460,21.44124715629417,0.40942980991259875,delta,008,02,Fz
461,3.822289015335735,0.13896161878597793,tetha,008,02,Fz
