onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
503.3620000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
504.1200000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
504.1940000000	n/a	n/a	FB: 0	n/a	n/a	S  9
506.2800000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
506.9000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
506.9640000000	n/a	n/a	FB: +1	n/a	n/a	S  8
509.0480000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
509.7520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
509.8160000000	n/a	n/a	FB: +1	n/a	n/a	S  8
511.9000000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
512.5520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
512.6180000000	n/a	n/a	FB: 0	n/a	n/a	S  9
514.7020000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
515.4000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
515.4700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
517.5560000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
518.7280000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
518.7900000000	n/a	n/a	FB: 0	n/a	n/a	S  9
520.8740000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
521.8320000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
521.8920000000	n/a	n/a	FB: 0	n/a	n/a	S  9
523.9760000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
524.6600000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
524.7280000000	n/a	n/a	FB: 0	n/a	n/a	S  9
526.8120000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
527.6360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
527.6960000000	n/a	n/a	FB: +1	n/a	n/a	S  8
529.7820000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
530.6560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
530.7160000000	n/a	n/a	FB: 0	n/a	n/a	S  9
532.8000000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
533.5840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
533.6500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
535.7360000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
536.4320000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
536.5040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
538.5880000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
539.2960000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
539.3560000000	n/a	n/a	FB: +1	n/a	n/a	S  8
541.4400000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
542.3120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
542.3740000000	n/a	n/a	FB: 0	n/a	n/a	S  9
544.4600000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
545.2000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
545.2600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
547.3440000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
548.4120000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
548.4780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
550.5640000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
551.5000000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
551.5640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
553.6500000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
