onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
767.5140000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
768.6860000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
768.7500000000	n/a	n/a	FB: 0	n/a	n/a	S  9
770.8340000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
771.6080000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
771.6680000000	n/a	n/a	FB: +1	n/a	n/a	S  8
773.7520000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
775.3040000000	n/a	n/a	Trn No Response	n/a	n/a	S105
777.4060000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
778.1160000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
778.1900000000	n/a	n/a	FB: +1	n/a	n/a	S  8
780.2740000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
781.2240000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
781.2920000000	n/a	n/a	FB: 0	n/a	n/a	S  9
783.3760000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
784.0800000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
786.1800000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
786.8240000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
786.8960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
788.9820000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
790.2080000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
790.2660000000	n/a	n/a	FB: 0	n/a	n/a	S  9
792.3500000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
793.3920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
793.4520000000	n/a	n/a	FB: +1	n/a	n/a	S  8
795.5360000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
796.4720000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
796.5380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
798.6220000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
799.6440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
799.7060000000	n/a	n/a	FB: +1	n/a	n/a	S  8
801.7920000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
802.4760000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
802.5420000000	n/a	n/a	FB: +1	n/a	n/a	S  8
804.6260000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
805.9200000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
805.9780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
808.0620000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
809.2800000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
809.3460000000	n/a	n/a	FB: 0	n/a	n/a	S  9
811.4320000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
812.3720000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
814.4840000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
815.6440000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
817.7540000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
818.4680000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
820.5720000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
822.0760000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
822.1400000000	n/a	n/a	FB: +1	n/a	n/a	S  8
824.2240000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
824.9920000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
825.0580000000	n/a	n/a	FB: 0	n/a	n/a	S  9
827.1440000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
827.9480000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
828.0120000000	n/a	n/a	FB: +1	n/a	n/a	S  8
830.0960000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
831.0640000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
831.1300000000	n/a	n/a	FB: 0	n/a	n/a	S  9
833.2160000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
834.0120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
834.0820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
836.1680000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
837.3240000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
837.3840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
839.4700000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
840.2080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
840.2700000000	n/a	n/a	FB: +1	n/a	n/a	S  8
842.3560000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
843.1720000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
843.2400000000	n/a	n/a	FB: 0	n/a	n/a	S  9
845.3240000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
845.9680000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
846.0240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
848.1100000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
848.8520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
848.9100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
850.9960000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
851.5480000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
851.6120000000	n/a	n/a	FB: 0	n/a	n/a	S  9
853.6980000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
854.7960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
854.8660000000	n/a	n/a	FB: 0	n/a	n/a	S  9
856.9500000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
857.9200000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
857.9840000000	n/a	n/a	FB: 0	n/a	n/a	S  9
860.0680000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
861.6200000000	n/a	n/a	Trn No Response	n/a	n/a	S105
863.7220000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
864.7240000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
864.7900000000	n/a	n/a	FB: 0	n/a	n/a	S  9
866.8740000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
867.4540000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
867.5240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
869.6100000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
870.3460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
870.4100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
872.4960000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
873.1460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
873.2120000000	n/a	n/a	FB: 0	n/a	n/a	S  9
875.2980000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
876.3180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
876.3820000000	n/a	n/a	FB: 0	n/a	n/a	S  9
878.4660000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
879.5300000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
879.6000000000	n/a	n/a	FB: 0	n/a	n/a	S  9
881.6860000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
882.3260000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
882.3860000000	n/a	n/a	FB: 0	n/a	n/a	S  9
884.4720000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
885.2060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
885.2720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
887.3560000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
888.7580000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
888.8240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
890.9100000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
891.4860000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
891.5600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
893.6440000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
894.4060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
894.4780000000	n/a	n/a	FB: +1	n/a	n/a	S  8
896.5640000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
897.8540000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
897.9140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
900.0000000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
900.4820000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
900.5500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
902.6340000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
903.8780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
903.9520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
906.0380000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
906.7020000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
906.7720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
908.8560000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
909.6060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
909.6740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
911.7580000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
