onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
579.0940000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
579.5020000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
579.5760000000	n/a	n/a	FB: +1	n/a	n/a	S  8
581.6620000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
582.2120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
582.2800000000	n/a	n/a	FB: +1	n/a	n/a	S  8
584.3640000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
584.9360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
584.9980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
587.0820000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
587.4880000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
587.5500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
589.6340000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
590.1880000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
590.2520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
592.3360000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
592.9960000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
593.0540000000	n/a	n/a	FB: +1	n/a	n/a	S  8
595.1380000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
595.6760000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
595.7400000000	n/a	n/a	FB: 0	n/a	n/a	S  9
597.8240000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
598.4600000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
598.5240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
600.6100000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
601.0760000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
601.1440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
603.2280000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
603.8320000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
603.8960000000	n/a	n/a	FB: +1	n/a	n/a	S  8
605.9800000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
606.5320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
606.5980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
608.6820000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
609.1960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
609.2660000000	n/a	n/a	FB: 0	n/a	n/a	S  9
611.3520000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
611.9840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
612.0520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
614.1360000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
614.9080000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
614.9700000000	n/a	n/a	FB: +1	n/a	n/a	S  8
617.0560000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
617.5400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
617.6060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
619.6920000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
620.1720000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
620.2420000000	n/a	n/a	FB: +1	n/a	n/a	S  8
622.3260000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
622.8560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
622.9260000000	n/a	n/a	FB: 0	n/a	n/a	S  9
625.0120000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
625.5800000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
625.6460000000	n/a	n/a	FB: +1	n/a	n/a	S  8
627.7300000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
628.3080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
