onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
638.0100000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
638.8120000000	n/a	n/a	Trn No Response	n/a	n/a	S105
640.9120000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
641.4900000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
641.5640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
643.6480000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
644.1160000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
644.1820000000	n/a	n/a	FB: 0	n/a	n/a	S  9
646.2680000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
646.9000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
646.9680000000	n/a	n/a	FB: 0	n/a	n/a	S  9
649.0520000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
649.5800000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
649.6520000000	n/a	n/a	FB: +1	n/a	n/a	S  8
651.7380000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
652.3000000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
652.3720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
654.4560000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
654.9680000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
657.0760000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
657.7840000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
657.8420000000	n/a	n/a	FB: +1	n/a	n/a	S  8
659.9280000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
660.4240000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
660.4940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
662.5800000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
663.2560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
663.3300000000	n/a	n/a	FB: +1	n/a	n/a	S  8
665.4160000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
666.2160000000	n/a	n/a	Trn No Response	n/a	n/a	S105
668.3180000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
668.8920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
668.9520000000	n/a	n/a	FB: +1	n/a	n/a	S  8
671.0360000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
671.8320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
671.9040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
673.9880000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
674.7880000000	n/a	n/a	Trn No Response	n/a	n/a	S105
676.8900000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
677.3840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
677.4580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
679.5420000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
680.0360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
680.1100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
682.1940000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
682.9080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
682.9780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
685.0640000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
685.6960000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
687.7980000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
688.5040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
688.5660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
690.6520000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
691.3400000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
693.4360000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
694.2360000000	n/a	n/a	Trn No Response	n/a	n/a	S105
696.3380000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
696.8560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
696.9220000000	n/a	n/a	FB: +1	n/a	n/a	S  8
699.0080000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
699.7120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
