onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
307.3500000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
308.1520000000	n/a	n/a	Trn No Response	n/a	n/a	S105
310.2700000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
310.8420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
310.9040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
312.9880000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
313.4600000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
313.5220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
315.6060000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
316.0520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
316.1240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
318.2080000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
318.8400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
318.9100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
320.9940000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
321.7320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
321.7940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
323.8800000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
324.3280000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
324.3980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
326.4820000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
327.0600000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
327.1320000000	n/a	n/a	FB: +1	n/a	n/a	S  8
329.2180000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
329.6440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
329.7180000000	n/a	n/a	FB: +1	n/a	n/a	S  8
331.8020000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
332.3520000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
332.4200000000	n/a	n/a	FB: +1	n/a	n/a	S  8
334.5040000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
335.0280000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
335.0880000000	n/a	n/a	FB: 0	n/a	n/a	S  9
337.1740000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
337.6480000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
339.7580000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
340.2920000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
342.3940000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
342.9040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
342.9780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
