onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
312.5140000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
313.2980000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
313.3640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
315.4480000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
316.0040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
316.0660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
318.1500000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
318.7960000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
318.8680000000	n/a	n/a	FB: 0	n/a	n/a	S  9
320.9520000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
321.7540000000	n/a	n/a	Trn No Response	n/a	n/a	S105
323.8560000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
324.4520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
324.5220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
326.6080000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
327.2480000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
327.3080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
329.3920000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
330.1920000000	n/a	n/a	Trn No Response	n/a	n/a	S105
332.2960000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
332.7440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
332.8120000000	n/a	n/a	FB: 0	n/a	n/a	S  9
334.8980000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
335.6980000000	n/a	n/a	Trn No Response	n/a	n/a	S105
337.8000000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
338.3600000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
340.4680000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
340.9200000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
343.0200000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
343.6080000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
343.6700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
345.7560000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
346.5560000000	n/a	n/a	Trn No Response	n/a	n/a	S105
348.6580000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
349.0440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
349.1080000000	n/a	n/a	FB: +1	n/a	n/a	S  8
351.1920000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
351.9940000000	n/a	n/a	Trn No Response	n/a	n/a	S105
354.0960000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
354.7240000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
354.7960000000	n/a	n/a	FB: +1	n/a	n/a	S  8
356.8800000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
357.5560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
357.6140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
359.7000000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
360.3120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
360.3840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
362.4680000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
363.2000000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
365.3040000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
365.9800000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
366.0380000000	n/a	n/a	FB: 0	n/a	n/a	S  9
368.1220000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
368.8960000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
371.0080000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
371.8080000000	n/a	n/a	Trn No Response	n/a	n/a	S105
373.9100000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
374.4920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
374.5600000000	n/a	n/a	FB: 0	n/a	n/a	S  9
376.6460000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
377.2800000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
377.3460000000	n/a	n/a	FB: 0	n/a	n/a	S  9
379.4320000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
380.2240000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
380.2820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
382.3660000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
383.1660000000	n/a	n/a	Trn No Response	n/a	n/a	S105
385.2700000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
385.8560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
385.9200000000	n/a	n/a	FB: 0	n/a	n/a	S  9
388.0040000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
388.5920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
388.6540000000	n/a	n/a	FB: +1	n/a	n/a	S  8
390.7400000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
391.4360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
391.5080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
393.5920000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
394.2600000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
394.3260000000	n/a	n/a	FB: +1	n/a	n/a	S  8
396.4100000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
397.1840000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
397.2440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
399.3300000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
400.0080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
400.0800000000	n/a	n/a	FB: 0	n/a	n/a	S  9
402.1660000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
402.9600000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
403.0320000000	n/a	n/a	FB: 0	n/a	n/a	S  9
405.1180000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
405.6800000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
405.7520000000	n/a	n/a	FB: +1	n/a	n/a	S  8
407.8360000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
408.4080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
408.4700000000	n/a	n/a	FB: +1	n/a	n/a	S  8
410.5560000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
411.1280000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
413.2240000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
413.7920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
413.8580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
415.9420000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
416.4880000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
416.5600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
418.6440000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
419.2040000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
421.3140000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
