onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
347.0760000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
347.8760000000	n/a	n/a	Trn No Response	n/a	n/a	S105
349.9780000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
350.7780000000	n/a	n/a	Trn No Response	n/a	n/a	S105
352.8800000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
353.6800000000	n/a	n/a	Trn No Response	n/a	n/a	S105
355.7820000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
356.5820000000	n/a	n/a	Trn No Response	n/a	n/a	S105
358.6840000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
359.4840000000	n/a	n/a	Trn No Response	n/a	n/a	S105
361.5860000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
362.3860000000	n/a	n/a	Trn No Response	n/a	n/a	S105
364.4900000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
365.1320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
365.2060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
367.2920000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
368.0920000000	n/a	n/a	Trn No Response	n/a	n/a	S105
370.1940000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
370.6400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
370.7100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
372.7960000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
373.3840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
373.4460000000	n/a	n/a	FB: +1	n/a	n/a	S  8
375.5300000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
376.3300000000	n/a	n/a	Trn No Response	n/a	n/a	S105
378.4340000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
378.9760000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
379.0340000000	n/a	n/a	FB: 0	n/a	n/a	S  9
381.1180000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
381.5840000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
381.6520000000	n/a	n/a	FB: +1	n/a	n/a	S  8
383.7380000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
384.3880000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
384.4540000000	n/a	n/a	FB: 0	n/a	n/a	S  9
386.5400000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
387.3400000000	n/a	n/a	Trn No Response	n/a	n/a	S105
389.4420000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
390.2420000000	n/a	n/a	Trn No Response	n/a	n/a	S105
392.3440000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
392.8760000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
392.9440000000	n/a	n/a	FB: 0	n/a	n/a	S  9
395.0300000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
395.6160000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
395.6800000000	n/a	n/a	FB: +1	n/a	n/a	S  8
397.7640000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
398.3120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
398.3820000000	n/a	n/a	FB: 0	n/a	n/a	S  9
400.4660000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
400.9800000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
401.0500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
403.1360000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
403.6000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
403.6700000000	n/a	n/a	FB: +1	n/a	n/a	S  8
405.7540000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
406.1480000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
406.2220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
408.3060000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
