onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
400.2640000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
401.0640000000	n/a	n/a	Trn No Response	n/a	n/a	S105
403.1660000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
403.5480000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
403.6160000000	n/a	n/a	FB: +1	n/a	n/a	S  8
405.7020000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
406.4040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
406.4680000000	n/a	n/a	FB: 0	n/a	n/a	S  9
408.5540000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
409.3540000000	n/a	n/a	Trn No Response	n/a	n/a	S105
411.4560000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
412.0560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
412.1220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
414.2080000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
414.9440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
415.0080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
417.0940000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
417.7920000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
419.8960000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
420.6960000000	n/a	n/a	Trn No Response	n/a	n/a	S105
422.7980000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
423.4960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
423.5640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
425.6500000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
426.4160000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
426.4840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
428.5680000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
429.2840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
429.3520000000	n/a	n/a	FB: +1	n/a	n/a	S  8
431.4380000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
432.2380000000	n/a	n/a	Trn No Response	n/a	n/a	S105
434.3400000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
435.1400000000	n/a	n/a	Trn No Response	n/a	n/a	S105
437.2420000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
437.8720000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
437.9420000000	n/a	n/a	FB: 0	n/a	n/a	S  9
440.0280000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
440.7120000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
440.7780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
442.8620000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
443.6160000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
443.6800000000	n/a	n/a	FB: +1	n/a	n/a	S  8
445.7660000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
446.5660000000	n/a	n/a	Trn No Response	n/a	n/a	S105
448.6680000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
449.1960000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
451.3020000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
452.1020000000	n/a	n/a	Trn No Response	n/a	n/a	S105
454.2040000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
455.0060000000	n/a	n/a	Trn No Response	n/a	n/a	S105
457.1080000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
457.6040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
457.6740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
459.7600000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
460.5600000000	n/a	n/a	Trn No Response	n/a	n/a	S105
462.6620000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
463.4620000000	n/a	n/a	Trn No Response	n/a	n/a	S105
465.5640000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
465.9520000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
468.0480000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
468.8400000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
470.9520000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
471.6000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
471.6680000000	n/a	n/a	FB: 0	n/a	n/a	S  9
473.7540000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
474.5540000000	n/a	n/a	Trn No Response	n/a	n/a	S105
476.6560000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
477.2080000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
477.2720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
479.3580000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
479.9960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
480.0580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
482.1440000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
482.8280000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
482.8940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
484.9780000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
485.7780000000	n/a	n/a	Trn No Response	n/a	n/a	S105
487.8800000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
488.5600000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
488.6320000000	n/a	n/a	FB: 0	n/a	n/a	S  9
490.7160000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
491.4800000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
491.5500000000	n/a	n/a	FB: 0	n/a	n/a	S  9
493.6360000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
494.3360000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
494.4020000000	n/a	n/a	FB: +1	n/a	n/a	S  8
496.4880000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
497.1560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
497.2220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
499.3060000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
500.0120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
500.0740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
502.1580000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
502.9580000000	n/a	n/a	Trn No Response	n/a	n/a	S105
505.0600000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
505.6440000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
505.7120000000	n/a	n/a	FB: +1	n/a	n/a	S  8
507.7960000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
508.4500000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
508.5140000000	n/a	n/a	FB: +1	n/a	n/a	S  8
510.5980000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
511.1780000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
511.2480000000	n/a	n/a	FB: 0	n/a	n/a	S  9
513.3340000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
513.9580000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
516.0700000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
516.8700000000	n/a	n/a	Trn No Response	n/a	n/a	S105
518.9720000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
519.4780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
519.5380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
521.6240000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
522.3420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
522.4080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
524.4920000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
525.0460000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
525.1100000000	n/a	n/a	FB: +1	n/a	n/a	S  8
527.1940000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
527.6780000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
527.7440000000	n/a	n/a	FB: 0	n/a	n/a	S  9
529.8300000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
530.5420000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
532.6480000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
533.4140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
533.4820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
535.5680000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
536.3680000000	n/a	n/a	Trn No Response	n/a	n/a	S105
538.4700000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
539.0180000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
539.0860000000	n/a	n/a	FB: 0	n/a	n/a	S  9
541.1720000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
541.8620000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
541.9220000000	n/a	n/a	FB: +1	n/a	n/a	S  8
544.0080000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
544.8080000000	n/a	n/a	Trn No Response	n/a	n/a	S105
546.9100000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
547.4780000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
547.5440000000	n/a	n/a	FB: 0	n/a	n/a	S  9
549.6280000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
550.2220000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
550.2960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
552.3800000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
553.1300000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
553.1980000000	n/a	n/a	FB: +1	n/a	n/a	S  8
555.2820000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
555.8740000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
555.9320000000	n/a	n/a	FB: 0	n/a	n/a	S  9
558.0180000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
558.6620000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
558.7360000000	n/a	n/a	FB: 0	n/a	n/a	S  9
560.8200000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
561.5060000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
561.5700000000	n/a	n/a	FB: +1	n/a	n/a	S  8
563.6560000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
564.3420000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
564.4060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
566.4900000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
567.1580000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
569.2600000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
569.9140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
569.9780000000	n/a	n/a	FB: +1	n/a	n/a	S  8
572.0620000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
572.7820000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
572.8460000000	n/a	n/a	FB: 0	n/a	n/a	S  9
