onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
519.6400000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
520.4400000000	n/a	n/a	Trn No Response	n/a	n/a	S105
522.5580000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
523.1400000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
523.2080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
525.2940000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
526.0940000000	n/a	n/a	Trn No Response	n/a	n/a	S105
528.1960000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
528.9000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
528.9620000000	n/a	n/a	FB: +1	n/a	n/a	S  8
531.0480000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
531.5440000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
531.6140000000	n/a	n/a	FB: +1	n/a	n/a	S  8
533.7000000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
534.4680000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
534.5340000000	n/a	n/a	FB: 0	n/a	n/a	S  9
536.6180000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
537.1960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
537.2520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
539.3380000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
539.9360000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
540.0040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
542.0900000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
542.6560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
542.7240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
544.8080000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
545.4360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
545.5080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
547.5940000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
548.2440000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
548.3120000000	n/a	n/a	FB: 0	n/a	n/a	S  9
550.3960000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
551.0040000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
551.0640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
553.1480000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
553.7240000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
553.7820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
555.8660000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
556.6680000000	n/a	n/a	Trn No Response	n/a	n/a	S105
558.7700000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
559.4860000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
559.5540000000	n/a	n/a	FB: +1	n/a	n/a	S  8
561.6380000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
562.1700000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
562.2380000000	n/a	n/a	FB: 0	n/a	n/a	S  9
564.3240000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
564.9780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
565.0400000000	n/a	n/a	FB: +1	n/a	n/a	S  8
567.1260000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
567.6820000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
567.7420000000	n/a	n/a	FB: +1	n/a	n/a	S  8
569.8280000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
570.4940000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
570.5620000000	n/a	n/a	FB: 0	n/a	n/a	S  9
572.6460000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
573.2780000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
573.3480000000	n/a	n/a	FB: 0	n/a	n/a	S  9
575.4320000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
576.0380000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
576.1000000000	n/a	n/a	FB: 0	n/a	n/a	S  9
578.1840000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
578.8220000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
578.8840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
580.9700000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
581.5620000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
581.6200000000	n/a	n/a	FB: 0	n/a	n/a	S  9
583.7060000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
584.2500000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
584.3220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
586.4080000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
586.9180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
586.9920000000	n/a	n/a	FB: +1	n/a	n/a	S  8
589.0760000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
589.7340000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
589.7940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
591.8780000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
592.6220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
592.6960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
594.7800000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
595.4060000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
595.4640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
597.5500000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
598.3060000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
598.3660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
600.4520000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
601.1980000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
601.2680000000	n/a	n/a	FB: +1	n/a	n/a	S  8
603.3540000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
604.1140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
604.1880000000	n/a	n/a	FB: 0	n/a	n/a	S  9
606.2720000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
606.8700000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
606.9400000000	n/a	n/a	FB: 0	n/a	n/a	S  9
609.0240000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
609.6140000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
609.6760000000	n/a	n/a	FB: +1	n/a	n/a	S  8
611.7600000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
612.4220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
612.4940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
614.5800000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
615.2300000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
615.2960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
617.3820000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
617.9260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
617.9980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
620.0840000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
620.5460000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
620.6180000000	n/a	n/a	FB: +1	n/a	n/a	S  8
622.7020000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
623.5020000000	n/a	n/a	Trn No Response	n/a	n/a	S105
625.6040000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
626.1700000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
626.2380000000	n/a	n/a	FB: 0	n/a	n/a	S  9
628.3240000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
628.7740000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
628.8400000000	n/a	n/a	FB: +1	n/a	n/a	S  8
630.9260000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
631.3620000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
631.4260000000	n/a	n/a	FB: 0	n/a	n/a	S  9
633.5100000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
634.0420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
634.1100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
636.1960000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
636.7980000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
636.8620000000	n/a	n/a	FB: +1	n/a	n/a	S  8
638.9480000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
639.5060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
639.5660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
641.6500000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
642.2380000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
642.3000000000	n/a	n/a	FB: +1	n/a	n/a	S  8
644.3860000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
645.0740000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
645.1360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
647.2200000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
647.6300000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
647.6880000000	n/a	n/a	FB: +1	n/a	n/a	S  8
649.7720000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
650.4140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
650.4740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
652.5580000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
652.9980000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
653.0580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
655.1440000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
655.7660000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
655.8280000000	n/a	n/a	FB: +1	n/a	n/a	S  8
657.9120000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
658.5780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
658.6460000000	n/a	n/a	FB: +1	n/a	n/a	S  8
660.7320000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
661.3180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
661.3820000000	n/a	n/a	FB: 0	n/a	n/a	S  9
663.4660000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
664.0460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
664.1180000000	n/a	n/a	FB: 0	n/a	n/a	S  9
666.2020000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
666.7100000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
666.7700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
668.8540000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
669.3180000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
669.3880000000	n/a	n/a	FB: 0	n/a	n/a	S  9
671.4740000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
671.9460000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
672.0060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
674.0920000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
674.6500000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
674.7080000000	n/a	n/a	FB: +1	n/a	n/a	S  8
676.7940000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
677.4260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
