,count,mean,std,min,25%,50%,75%,max
time,945550.0,945549.0,545913.8357073088,0.0,472774.5,945549.0,1418323.5,1891098.0
Fp1,945550.0,-4206.7304532063845,1573.138586825087,-7683.740234375,-5392.333984375,-3916.9433593750005,-2838.330078125,-1367.041015625
Fz,945550.0,4517.062206272143,303.6371244720801,3501.4648437499995,4473.583984375,4657.6171875,4702.978515625,4878.7109375
F3,945550.0,12361.612125651902,880.479078009848,10238.916015625,11748.6328125,12597.509765624998,13123.095703124998,13568.505859375
F7,945550.0,-4952.634512537759,1139.0297943824407,-7567.919921874999,-5734.66796875,-4765.673828125,-3906.640625,-3180.2734374999995
FT9,945550.0,5895.171607969981,626.9922064632572,4352.05078125,5481.591796875,6005.615234375,6394.7265625,6874.267578125
FC5,945550.0,5145.7719325062135,818.6279228868535,3426.4648437499995,4419.689941406249,5304.98046875,5886.62109375,6406.25
FC1,945550.0,8379.336828391875,354.9851564517828,7289.550781249999,8277.392578124998,8557.12890625,8608.49609375,8775.146484375
C3,945550.0,6674.084263901879,436.1739252767063,5579.98046875,6327.197265625,6836.328125,6967.626953124999,7330.712890625
T7,945550.0,-4641.884427383533,456.9414609599604,-5902.050781249999,-4868.20068359375,-4460.986328124999,-4321.484374999999,-3867.236328125
TP9,945550.0,-1496.9574917747939,400.1060625501286,-2495.01953125,-1841.2597656249998,-1326.85546875,-1146.77734375,-946.09375
CP5,945550.0,4164.765665072577,258.5461059998679,3463.916015625,3986.9140625,4244.384765624999,4363.720703125,4544.482421875
CP1,945550.0,4786.1504957638745,175.36350452886632,4354.052734375,4640.283203125,4759.521484374999,4939.453125,5070.01953125
Pz,945550.0,-11.422435654595871,360.0653116032285,-948.8769531249999,-103.857421875,51.513671875,208.10546874999997,595.2636718749999
P3,945550.0,10942.5517327155,750.7340511269886,9131.884765624998,10422.802734375,11236.572265625,11585.986328124998,11855.371093749998
P7,945550.0,9429.09747767916,362.55393284434103,8062.792968749999,9410.15625,9588.964843749998,9641.30859375,10050.927734375
O1,945550.0,6744.910557750367,184.12730724822492,5952.44140625,6727.148437499999,6807.666015625,6851.074218749999,7153.710937499999
Oz,945550.0,3041.7538474321327,97.30121463758418,2740.52734375,2968.45703125,3070.458984375,3119.921875,3778.466796875
