,count,mean,std,min,25%,50%,75%,max
time,1075275.0,1075274.0,620810.5993779423,0.0,537637.0,1075274.0,1612911.0,2150548.0
Fp1,1075275.0,1873.020796732958,196.00606582630556,1238.8671875,1717.822265625,1887.6953124999998,2041.9921874999998,2625.439453125
Fz,1075275.0,4058.890768722318,369.1095757623767,3243.115234375,3744.53125,4096.289062499999,4409.667968749999,4691.064453125
F3,1075275.0,-3869.474084164153,342.9960961727877,-4575.732421875,-4184.1796875,-3841.943359375,-3601.5624999999995,-3055.8105468749995
F7,1075275.0,-6927.8563951572705,989.0275339190467,-9072.16796875,-7716.455078125,-6711.914062499999,-6087.939453125,-5441.699218749999
FT9,1075275.0,-3325.6960888275676,514.7276133127808,-4734.521484374999,-3398.6328125,-3069.970703125,-2998.974609375,-2584.716796875
FC5,1075275.0,10914.25115223068,1094.5897522329126,8886.81640625,9922.119140625,10980.029296874998,11882.6171875,12809.521484375
FC1,1075275.0,8805.459033008998,649.7041570318369,7454.443359375,8247.16796875,8874.90234375,9442.382812499998,9785.498046874998
C3,1075275.0,949.0220337439115,466.6616662932137,62.01171875,521.77734375,990.8203125,1392.28515625,2006.494140625
T7,1075275.0,11319.930702047877,868.1281228580327,9531.640624999998,10512.40234375,11421.38671875,12192.822265625,12599.121093749998
TP9,1075275.0,-6115.148680624578,615.2069825640309,-7448.095703124999,-6492.2607421875,-5825.29296875,-5702.783203125,-5275.048828125
CP5,1075275.0,17250.40382061602,1450.3033429016311,14531.396484374998,15913.4765625,17411.9140625,18646.6796875,19291.30859375
CP1,1075275.0,6727.069116948281,716.1550456350778,5637.158203125,5977.294921875,6740.966796874999,7464.306640625,7673.828125
Pz,1075275.0,-2067.974495396163,968.6251968193499,-4234.1796875,-2816.259765625,-1739.0625,-1232.421875,-805.224609375
P3,1075275.0,7049.166545603886,1439.9551343403264,4688.916015625,5816.650390625,6932.51953125,8374.7314453125,9745.751953125
P7,1075275.0,5426.57537915446,1193.6777516958819,3616.6503906249995,4411.865234374999,5238.427734374999,6329.541015625,8276.171875
O1,1075275.0,-3906.0132961081176,337.2604013934495,-4655.078125,-4098.2421875,-3825.68359375,-3658.4960937499995,-3203.3691406249995
