,count,mean,std,min,25%,50%,75%,max
time,927125.0,927124.0,535276.1569974886,0.0,463562.0,927124.0,1390686.0,1854248.0
Fp1,927125.0,-5699.420401505831,564.1197022169309,-7106.298828125,-6153.7109375,-5514.794921875,-5186.035156249999,-4858.886718749999
Fz,927125.0,-4677.858732788695,139.00022823682934,-4946.289062499999,-4788.818359375,-4707.51953125,-4593.896484374999,-4196.875
F3,927125.0,-682.8841671792841,209.23054545457842,-1460.7421875,-697.16796875,-617.333984375,-550.537109375,-302.880859375
F7,927125.0,-5170.029353859798,391.8199825318248,-6139.843749999999,-5414.2578125,-5129.443359374999,-4793.26171875,-4495.556640625
FT9,927125.0,-371292.9658833086,22726.016819452743,-411671.43749999994,-388420.78124999994,-362734.625,-353161.46875,-331875.03125
FC5,927125.0,-7401.101123316789,598.4086453403214,-8546.97265625,-7965.283203124999,-7390.8203125,-6804.6875,-6457.03125
FC1,927125.0,1591.386733075199,716.6513707430646,-884.8632812499999,1504.3457031249998,1799.90234375,2081.396484375,2250.1953125
C3,927125.0,-365.2417027078839,122.71829977843313,-592.529296875,-443.40820312499994,-407.47070312499994,-264.0625,-26.074218749999996
T7,927125.0,-3121.839453125,194.6845540695293,-3883.056640625,-3185.400390625,-3096.142578125,-2959.4238281249995,-2841.455078125
TP9,927125.0,-409128.7438079412,459.57026429891243,-413077.03125,-409374.06249999994,-409157.3125,-408909.31249999994,-402480.84375
CP5,927125.0,-7287.318060020477,1228.115677856333,-9466.30859375,-8388.281249999998,-7289.35546875,-6149.853515625,-5240.185546875
CP1,927125.0,10969.755672831418,610.6642794198009,9404.78515625,10600.537109374998,11151.269531249998,11453.80859375,11748.291015624998
Pz,927125.0,-1498.1831369762876,258.83222673688783,-2118.1640625,-1678.5156249999998,-1377.880859375,-1297.55859375,-1151.806640625
P3,927125.0,-5832.902081209131,556.238605393492,-6928.076171874999,-6314.697265625,-5741.943359375,-5394.042968749999,-4798.779296875
P7,927125.0,-5048.688828240865,323.17781341552006,-5718.06640625,-5325.87890625,-5048.876953125,-4751.269531249999,-4398.583984375
O1,927125.0,-6741.910297816671,234.26567820972284,-7205.371093749999,-6976.416015625,-6759.863281249999,-6525.29296875,-6153.173828125
Oz,927125.0,-1562.3452435599804,255.99977841093124,-1942.9687499999998,-1776.85546875,-1625.439453125,-1393.994140625,-882.080078125
O2,927125.0,-2116.005367630949,490.9067639160869,-2843.017578125,-2553.9062499999995,-2213.818359375,-1729.638671875,-969.62890625
P4,927125.0,-447.26076459695634,299.39073553208283,-936.5234375,-709.716796875,-498.974609375,-184.5703125,254.00390625
