,count,mean,std,min,25%,50%,75%,max
time,1013025.0,1013024.0,584870.545120884,0.0,506512.0,1013024.0,1519536.0,2026048.0
Fp1,1013025.0,1508.7957373279442,474.7241487730224,434.96093749999994,1106.0546875,1490.234375,1917.67578125,2767.7734375
Fz,1013025.0,-558.0153689117217,201.40827681125793,-1195.3613281249998,-705.859375,-501.56249999999994,-398.92578125,-146.533203125
F3,1013025.0,2063.375609878597,122.56416473872589,1688.330078125,1982.9589843749998,2078.8574218749995,2162.9394531249995,2386.9140625
F7,1013025.0,3382.2546973617846,532.4916757167911,2220.556640625,2913.037109375,3492.822265625,3844.921875,4350.341796875
FT9,1013025.0,7553.765032377116,965.1788336603752,4364.111328125,7007.51953125,8044.531250000001,8228.7109375,8513.525390625
FC5,1013025.0,-1472.4543619165063,626.8747837637493,-2591.650390625,-2035.3515625,-1525.341796875,-917.2851562499999,-278.7109375
FC1,1013025.0,-9029.741727379784,771.7660494649979,-10242.431640624998,-9746.484375,-9150.09765625,-8300.0,-7626.269531249999
C3,1013025.0,-601.7431544947373,43.33092641089388,-715.72265625,-636.71875,-598.1445312499999,-568.6035156249999,-481.982421875
T7,1013025.0,-5556.118614711353,817.6380011482614,-7252.05078125,-6238.085937499999,-5425.683593749999,-4817.236328125,-4458.398437499999
TP9,1013025.0,2784.841642585789,51.29222394088845,2593.310546875,2747.16796875,2771.6308593749995,2821.58203125,3106.93359375
CP5,1013025.0,-3763.7507163048945,406.95223986785146,-4561.474609374999,-4087.158203125,-3765.576171875,-3533.056640625,-2839.111328125
CP1,1013025.0,620.4088561428796,286.6637836574113,98.828125,378.85742187499994,729.0527343749999,857.373046875,1004.9804687499999
Pz,1013025.0,-1837.0747896827418,682.9610749048234,-2782.958984375,-2569.775390625,-1667.236328125,-1299.267578125,-509.1796875
P3,1013025.0,-1206.4327486056613,490.2916733190446,-1891.6015624999998,-1633.0078125,-1359.7656249999998,-866.30859375,-93.505859375
P7,1013025.0,-4471.893991502862,517.4627416771032,-5532.275390625,-4928.857421874999,-4451.806640625,-4121.923828125,-3488.18359375
O1,1013025.0,2226.287901016988,81.96079333638158,1866.796875,2210.5957031249995,2258.837890625,2275.78125,2406.5429687499995
Oz,1013025.0,3497.411340531761,235.60760460054902,3095.654296875,3306.34765625,3418.994140625,3653.759765625,4129.638671875
O2,1013025.0,-2584.1005489437575,399.13033029486013,-3557.1289062499995,-2895.5566406249995,-2508.984375,-2212.744140625,-1942.8710937499998
P4,1013025.0,4303.673518775373,480.36075946892197,3380.37109375,3898.486328125,4311.81640625,4740.0390625,5085.25390625
P8,1013025.0,-8241.291270942073,291.5200939756669,-8755.322265624998,-8440.91796875,-8347.998046875,-8121.679687499999,-7185.546875
TP10,1013025.0,1697.0254180027794,254.8153675876836,880.029296875,1532.958984375,1727.490234375,1947.5097656249998,2120.458984375
CP6,1013025.0,-751.6975187248587,215.13635391129395,-1064.3554687499998,-923.73046875,-811.474609375,-576.904296875,-221.044921875
CP2,1013025.0,7391.174589930993,1430.22177212316,4473.974609375,6166.943359375,7702.587890624999,8789.74609375,9255.76171875
