,count,mean,std,min,25%,50%,75%,max
time,978000.0,977999.0,564648.8519425148,0.0,488999.5,977999.0,1466998.5,1955998.0
Fp1,978000.0,-8325.227119030787,363.6385381146558,-9114.990234375,-8586.42578125,-8390.4296875,-8169.091796875,-5219.091796874999
Fz,978000.0,-15433.168098409142,566.4172308936024,-16175.439453125,-15974.90234375,-15446.2890625,-15074.951171875,-13836.083984374998
F3,978000.0,1117.6419103080266,144.9178842851354,826.953125,1002.1484375,1091.650390625,1226.0742187499998,1731.640625
F7,978000.0,-30892.288412776394,690.0001556275664,-34307.76171874999,-31138.330078125,-30884.1796875,-30645.80078125,-28936.9140625
FT9,978000.0,-3641.29210357354,389.8491044834261,-4247.021484374999,-4020.80078125,-3680.3222656249995,-3249.21875,-2889.16015625
FC5,978000.0,-29492.26005789478,1042.5366033773178,-31031.25,-30270.80078125,-29953.173828125,-28873.14453125,-26423.486328125
FC1,978000.0,9173.011115987267,1109.893729676276,6567.3828125,8184.423828124999,9662.40234375,10084.08203125,10671.38671875
C3,978000.0,-712.8611870826144,424.02511210254085,-1600.9765625,-1033.7890625,-702.197265625,-344.04296875,319.482421875
T7,978000.0,-3031.3667403082663,143.1900077633123,-3426.7578125,-3168.0175781249995,-2978.9550781249995,-2910.4492187499995,-2611.0351562499995
TP9,978000.0,-25896.69731080849,1059.7772375403445,-27299.169921874996,-26991.943359375,-26132.4462890625,-24839.84375,-24094.775390625
CP5,978000.0,-5909.560504137909,362.49632032124777,-6449.511718749999,-6277.001953125,-5902.392578124999,-5576.66015625,-5075.732421875
CP1,978000.0,-4334.831562140529,1551.0991199021876,-7254.052734375,-5763.76953125,-3931.0058593749995,-2926.611328125,-2415.52734375
Pz,978000.0,-6417.645570020929,243.53166048720476,-6920.21484375,-6635.205078124999,-6332.12890625,-6208.642578125,-6038.4765625
P3,978000.0,-17902.022577428026,16025.386204448794,-178740.125,-32584.86328125,-29327.441406249996,-160.92529296875,254949.79687499997
P7,978000.0,-10344.586013188586,744.3171773515775,-11387.060546875,-11150.244140625,-10418.847656249998,-9591.162109374998,-9296.386718749998
O1,978000.0,-2698.9798133647273,92.92623038671434,-3058.5937499999995,-2746.6796874999995,-2680.56640625,-2642.8710937499995,-2445.3125
Oz,978000.0,1906.4079564880496,402.5044327262409,1178.5156249999998,1534.619140625,1866.9921875,2271.875,2715.33203125
O2,978000.0,-1651.8781043304257,124.61763454586543,-1887.20703125,-1735.2050781249998,-1685.25390625,-1559.47265625,-1172.36328125
P4,978000.0,-9269.023754683107,570.2461263400716,-9858.056640625,-9744.62890625,-9495.898437499998,-8910.44921875,-7873.095703124999
P8,978000.0,-6660.441457474597,626.8410147138445,-7646.777343749999,-7228.124999999999,-6667.919921874999,-6098.876953124999,-5558.642578125
TP10,978000.0,-15834.093736519842,201.2569790722151,-16561.81640625,-15926.513671875,-15849.218749999998,-15692.1875,-15467.089843749998
CP6,978000.0,-435.580459813155,164.3172200830787,-793.2617187499999,-560.3515625,-453.22265624999994,-290.4296875,-45.99609374999999
CP2,978000.0,-2954.9522407516138,181.6173978581733,-3298.876953125,-3156.494140625,-2929.736328125,-2794.775390625,-2634.521484375
Cz,978000.0,-529.7663845818954,38.577635179281856,-634.5703124999999,-553.564453125,-526.904296875,-496.58203124999994,-461.62109374999994
C4,978000.0,-2552.151455008228,300.40725930969774,-3342.236328125,-2746.09375,-2553.955078125,-2390.283203125,-1865.13671875
T8,978000.0,-163.7831084643405,165.72104442175012,-710.595703125,-257.666015625,-146.58203124999997,-76.85546874999999,279.638671875
FT10,978000.0,-3331.7745921503547,555.6934154234547,-4088.7207031249995,-3853.662109375,-3632.5439453125,-2742.87109375,-2421.19140625
FC6,978000.0,-10562.835416217327,362.23477314968943,-11434.716796875,-10769.433593749998,-10646.533203125,-10315.966796875,-9430.56640625
FC2,978000.0,-6384.086200462919,236.52141033389975,-6666.6015625,-6549.999999999999,-6503.759765625,-6257.71484375,-5627.63671875
F4,978000.0,-15386.392776982282,532.9007466629851,-16079.052734374998,-15849.51171875,-15358.203124999998,-15113.427734374998,-13697.265625
F8,978000.0,-15624.758502134857,522.0468105476644,-16272.119140625,-16002.685546875,-15661.132812499998,-15504.4921875,-13740.917968749998
Fp2,978000.0,-26232.12930905707,485.7929644958205,-27163.57421875,-26670.751953125,-26208.740234375,-25915.185546875,-23700.048828125
AF7,978000.0,-3226.9012202537865,373.169818439253,-4001.171875,-3498.193359375,-3314.892578125,-2992.3339843749995,-1541.162109375
AF3,978000.0,-9554.119551869648,399.8791986157717,-10098.53515625,-9871.777343749998,-9703.515624999998,-9388.96484375,-8147.119140624999
AFz,978000.0,-24665.051347666235,339.6841967445004,-25590.966796875,-24918.603515625,-24732.470703125,-24397.216796875,-23561.5234375
F1,978000.0,2189.0309007141486,783.1864248932142,684.375,1490.8691406249998,2141.455078125,2849.267578125,3983.59375
F5,978000.0,1512.931814419175,183.99471915657497,1181.8359375,1359.1796875,1476.0742187499998,1635.6445312499998,2236.0839843749995
FT7,978000.0,-5731.328634500016,358.3876629012515,-6293.896484374999,-6070.556640625,-5891.89453125,-5413.57421875,-5006.201171874999
FC3,978000.0,-2531.8687337239585,736.4874166602453,-4489.306640624999,-3041.2597656249995,-2207.177734375,-1928.759765625,-1307.958984375
FCz,978000.0,-1511.1624158239072,133.17972230238718,-1807.1289062499998,-1599.853515625,-1551.123046875,-1426.6601562499998,-1008.203125
C1,978000.0,-10856.607974112107,1380.458356064502,-13320.556640625,-12194.042968749998,-10488.720703125,-9930.566406249998,-8586.03515625
C5,978000.0,-9594.11916908311,544.2117851390592,-10452.685546875,-10056.103515625,-9804.541015625,-9111.816406249998,-8454.541015624998
TP7,978000.0,-3217.09891105293,134.12531276809878,-3690.087890625,-3296.923828125,-3192.48046875,-3126.904296875,-2777.9296875
CP3,978000.0,1523.5891565116149,301.00515546646847,1067.87109375,1260.888671875,1474.5361328125,1777.4414062499998,2245.60546875
P1,978000.0,465.560998310487,1325.8412694799317,-1822.119140625,-924.462890625,914.94140625,1692.333984375,2254.19921875
P5,978000.0,307.6627069453764,210.27213237747503,-265.673828125,128.271484375,303.02734374999994,485.69335937499994,795.1171874999999
PO7,978000.0,-3569.448369250463,165.94041590322126,-4012.01171875,-3719.482421875,-3561.62109375,-3438.0371093749995,-3170.263671875
PO3,978000.0,-309.8079182443443,449.4942352551269,-1151.0742187499998,-686.1328125,-360.59570312499994,130.46875,460.15624999999994
POz,978000.0,-3316.572011449147,874.7110999497208,-4503.7109375,-4133.984375,-3582.3974609375,-2495.751953125,-1776.5136718749998
PO4,978000.0,-1044.0494849082152,116.0689374140566,-1262.060546875,-1133.984375,-1046.533203125,-972.119140625,-707.6171875
PO8,978000.0,-5510.909737865862,308.5717571157762,-5927.685546874999,-5783.251953125,-5637.792968749999,-5179.19921875,-4949.267578124999
P6,978000.0,-443.70381618257926,139.16899094212266,-722.55859375,-558.349609375,-470.60546875,-321.38671875,-96.728515625
P2,978000.0,-9385.626876038472,544.9846730382924,-9959.130859375,-9843.994140625,-9597.216796874998,-9038.4765625,-8064.6484375
CP4,978000.0,-2486.0419864459514,159.40001593364877,-2761.2304687499995,-2631.298828125,-2514.2578125,-2358.30078125,-2144.482421875
TP8,978000.0,-14714.085560105525,216.19980139751394,-15065.966796875,-14928.564453125,-14696.38671875,-14541.650390624998,-14170.947265625
C6,978000.0,348.1655884038695,241.74067452723884,-140.087890625,165.91796875,309.27734375,533.3984375,1074.51171875
C2,978000.0,-1801.557140189641,523.3737315012727,-2481.201171875,-2230.029296875,-1955.2734374999998,-1149.90234375,-911.962890625
FC4,978000.0,-6066.080451425501,454.7609979666927,-6736.23046875,-6500.341796875,-6166.015625,-5634.912109375,-5277.83203125
FT8,978000.0,-9628.347764141185,891.3468232819482,-10870.5078125,-10503.955078125,-10052.001953124998,-8789.599609374998,-8056.835937499999
F6,978000.0,-15923.47993828085,629.5042323126079,-16711.279296875,-16503.90625,-15947.9736328125,-15593.05419921875,-14056.73828125
F2,978000.0,-15130.7654255436,528.0415629479098,-15834.716796874998,-15608.300781249998,-15123.022460937498,-14824.31640625,-13540.673828124998
AF4,978000.0,-30021.208975288377,852.14767138097,-31390.478515625,-30850.488281249996,-29986.914062499996,-29323.437499999996,-27906.640625
AF8,978000.0,-25576.97652091122,505.27169781917877,-26830.126953125,-25937.890624999996,-25669.23828125,-25325.1953125,-21674.70703125
VEOG,978000.0,-953730.8288603656,39809.8609071164,-1070604.6249999998,-980801.5625,-960367.0,-934741.1874999999,-581558.0625
X,978000.0,-607358.1978223914,79458.99491005039,-1438516.6249999998,-650032.515625,-609639.4375,-566345.4375,301753.28125
Y,978000.0,-1233593.6573965412,107095.8046662722,-2175005.4999999995,-1281364.3125,-1245966.0,-1209832.65625,370739.68749999994
Z,978000.0,-296659.1859191659,235104.67651787275,-1714686.1249999998,-407634.453125,-354378.53124999994,-259753.765625,1544528.25
