,count,mean,std,min,25%,50%,75%,max
time,947825.0,947824.0,547227.3075697155,0.0,473912.0,947824.0,1421736.0,1895648.0
Fp1,947825.0,-3721.964914223848,286.21899913059076,-4386.669921875,-3967.8710937499995,-3782.91015625,-3501.3671875,-2879.541015625
Fz,947825.0,-23956.000335523517,1358.3671959339038,-28047.363281249996,-24616.845703124996,-24190.869140624996,-23256.738281249996,-21337.890624999996
F3,947825.0,-9592.153698929127,358.16082873401535,-10309.66796875,-9893.457031249998,-9667.28515625,-9268.65234375,-8731.445312499998
F7,947825.0,-7188.1665578821085,297.2969346022653,-7907.6171875,-7382.910156249999,-7316.11328125,-6906.152343749999,-6069.23828125
FT9,947825.0,-7783.780366758681,991.5382272576452,-10877.63671875,-8768.115234375,-7470.703124999999,-7074.853515625,-5978.369140624999
FC5,947825.0,-4149.527046296785,674.5120448893565,-5426.171875,-4804.39453125,-4178.564453124999,-3565.4296875,-3005.078125
FC1,947825.0,-10901.749841897486,656.1486188592427,-12016.992187499998,-11431.591796875,-10835.644531249998,-10623.73046875,-9363.18359375
C3,947825.0,-26019.439147326197,698.1542132809359,-26849.560546874996,-26633.398437499996,-26143.408203125,-25707.080078125,-24087.060546875
T7,947825.0,-93.04112082061232,247.62367696394273,-720.2636718749999,-270.166015625,-118.505859375,36.52343749999999,566.9921875
TP9,947825.0,-12105.22473249817,1223.3100839625636,-13791.552734374998,-13106.005859374998,-12483.10546875,-10881.494140625,-8891.69921875
CP5,947825.0,-856.543041078423,104.54685749016436,-1086.572265625,-940.13671875,-886.03515625,-761.03515625,-621.2890625
CP1,947825.0,1715.7775954055173,330.8504250658949,1325.634765625,1370.8496093749998,1691.259765625,1975.9277343749998,2360.15625
Pz,947825.0,-563.3982423059867,51.922768715030344,-738.0859374999999,-598.1933593749999,-543.505859375,-524.072265625,-487.59765624999994
P3,947825.0,-8242.739930224709,1375.7515254281202,-10074.8046875,-9442.822265625,-8624.316406249998,-6844.677734375,-5702.294921875
P7,947825.0,-4182.851903381179,308.2620723418899,-4735.7421875,-4416.552734375,-4275.146484375,-4041.5039062499995,-3513.623046875
O1,947825.0,-9436.634772219044,207.19154335189776,-9843.26171875,-9604.19921875,-9486.914062499998,-9251.904296875,-8986.865234375
Oz,947825.0,-2076.224741049821,96.2288609658713,-2338.671875,-2156.494140625,-2045.5078124999998,-2001.6113281249998,-1858.1054687499998
O2,947825.0,-3255.7958664718403,397.07291986495886,-3929.1015624999995,-3545.5566406249995,-3433.8867187499995,-2929.39453125,-2300.9765625
P4,947825.0,-21.53047787863002,46.737070381420644,-156.0546875,-49.26757812499999,-26.074218749999996,8.10546875,117.919921875
P8,947825.0,464.60853709273533,90.06456812442939,283.88671875,389.94140625,435.00976562499994,554.00390625,700.439453125
TP10,947825.0,-14646.20279524627,1030.8140706843278,-16109.326171875,-15534.326171875,-14865.234375,-13909.47265625,-11875.830078125
CP6,947825.0,1765.9130129651273,136.75989104755487,1562.20703125,1646.875,1733.1542968749998,1853.759765625,2101.318359375
CP2,947825.0,-1952.488173684653,109.35857208391465,-2249.21875,-2044.287109375,-1923.291015625,-1856.298828125,-1790.8203124999998
Cz,947825.0,-8712.700974774896,315.1304656276173,-9194.970703125,-9025.1953125,-8686.474609375,-8486.42578125,-8114.794921875
C4,947825.0,-5571.683468514675,409.0397214950557,-6150.830078125,-5929.78515625,-5775.488281249999,-5155.224609375,-4780.46875
T8,947825.0,-22571.138982977885,3971.6009164603756,-40675.4375,-25246.337890624996,-24360.3515625,-20910.05859375,-7819.3359375
FT10,947825.0,-6485.666399882626,206.50918600181174,-7371.337890624999,-6558.203124999999,-6438.769531249999,-6357.763671875,-6133.935546874999
FC6,947825.0,-1034.9402659955028,589.846121433748,-1955.0781249999998,-1553.515625,-1189.55078125,-617.28515625,183.25195312499997
FC2,947825.0,-2321.0681329107924,643.091685154106,-3328.125,-2933.447265625,-2411.328125,-1870.5566406249998,-1110.3515625
F4,947825.0,-2179.9441815183777,170.02955390471715,-2481.591796875,-2299.951171875,-2243.212890625,-2078.41796875,-1692.529296875
F8,947825.0,-22312.391396657727,556.3702835263447,-24214.74609375,-22625.146484375,-22383.49609375,-21994.628906249996,-20727.880859375
Fp2,947825.0,-11358.713780924007,506.1429761420615,-12662.939453125,-11765.234375,-11398.095703125,-10974.853515624998,-9748.974609374998
