,count,mean,std,min,25%,50%,75%,max
time,1081625.0,1081624.0,624476.7735872968,0.0,540812.0,1081624.0,1622436.0,2163248.0
Fp1,1081625.0,-1678.6079271639894,1486.5033540773668,-4839.599609375,-2999.12109375,-1961.3769531249998,-459.66796874999994,6284.228515624999
Fz,1081625.0,-2749.5920224560846,631.2957908128484,-3657.32421875,-3327.783203125,-2981.0546875,-2157.2265625,-1483.6914062499998
F3,1081625.0,-1333.5818341994827,490.5265323378613,-2064.94140625,-1751.513671875,-1485.3515625,-917.626953125,-82.373046875
F7,1081625.0,-9272.663933119295,1584.6440101567669,-11584.521484374998,-10669.726562499998,-9554.248046875,-7877.44140625,-6098.583984374999
FT9,1081625.0,-3915.648849432639,1615.138455521944,-7044.628906249999,-5064.16015625,-3840.966796875,-2503.955078125,-1048.92578125
FC5,1081625.0,-9803.895189258783,1584.3365362488923,-12365.380859374998,-11099.267578124998,-10131.591796874998,-8424.90234375,-6687.011718749999
FC1,1081625.0,-12364.692074235452,1251.3410973876914,-14116.50390625,-13461.5234375,-12595.21484375,-11284.375,-10004.150390625
C3,1081625.0,-6643.390738399977,719.2009509388779,-7556.396484374999,-7264.990234374999,-6932.12890625,-6029.052734375,-4939.306640625
T7,1081625.0,-2401.9976994069975,561.3914010192844,-3352.0507812499995,-2866.1621093749995,-2614.5996093749995,-2074.267578125,-951.953125
TP9,1081625.0,-22024.30636890746,481.168400133493,-22875.9765625,-22429.39453125,-22113.623046875,-21656.787109375,-20641.845703124996
CP5,1081625.0,-7356.487031954235,1061.2643748455725,-8637.109375,-8330.17578125,-7613.330078124999,-6637.98828125,-4767.822265625
CP1,1081625.0,2272.1880392818966,200.82047912399122,1840.869140625,2076.8066406249995,2280.2734375,2447.265625,2733.642578125
Pz,1081625.0,-10895.657564121548,291.75917135520496,-11397.119140625,-11162.01171875,-10938.330078125,-10674.462890625,-9973.486328125
P3,1081625.0,-6695.2651847173665,481.9386552781527,-7544.287109375,-7129.052734374999,-6700.9765625,-6323.14453125,-5553.564453125
P7,1081625.0,-9888.444373745016,707.5388252375925,-10898.046875,-10529.931640625,-10053.22265625,-9330.908203125,-8294.3359375
O1,1081625.0,-11690.553359068026,519.0587760243756,-12629.150390625,-12109.912109375,-11898.33984375,-11268.115234374998,-10437.646484375
Oz,1081625.0,-6417.200055751979,470.93873362930805,-7263.671875,-6786.23046875,-6440.380859375,-6100.48828125,-5246.97265625
O2,1081625.0,12899.372474909353,351.93284442875716,12228.61328125,12576.025390624998,12781.640625,13201.5625,13697.119140625
P4,1081625.0,-5179.631874647882,597.0891404678789,-6061.279296875,-5584.326171875,-5425.09765625,-4878.515625,-3628.0273437499995
