,count,mean,std,min,25%,50%,75%,max
time,1110650.0,1110649.0,641234.3651505274,0.0,555324.5,1110649.0,1665973.5,2221298.0
Fp1,1110650.0,-13337.711897092568,2435.2643860182725,-17709.326171874996,-15463.46435546875,-13684.912109375,-11621.044921874998,-3053.7597656249995
Fz,1110650.0,-17879.209163658386,1088.798442266733,-20266.650390625,-18706.103515625,-17730.957031249996,-17001.7578125,-15884.521484375
F3,1110650.0,-7520.424162819562,645.097581996991,-8278.369140625,-8065.478515625,-7712.695312499999,-7098.583984374999,-5737.01171875
F7,1110650.0,-14208.431785792667,1124.8488023885193,-15553.7109375,-15222.167968749998,-14512.5244140625,-13644.482421875,-9116.064453125
FT9,1110650.0,-5816.779449164763,1070.6140187765282,-7608.203125,-6740.087890625,-5902.441406249999,-4852.001953125,-3862.79296875
FC5,1110650.0,-10368.93807812078,1845.567510684134,-12996.533203124998,-11945.263671875,-10747.3388671875,-9174.13330078125,-6555.46875
FC1,1110650.0,1453.800887729736,996.0131555306424,-42.822265625,567.6269531249999,1375.7080078125,2350.09765625,3444.9218749999995
C3,1110650.0,4696.573718136972,484.3744260054154,3972.6074218749995,4268.798828125,4630.2734375,5032.51953125,5844.775390624999
T7,1110650.0,-10092.109105899066,1796.3490218309012,-12291.796875,-11737.59765625,-10529.6630859375,-8765.34423828125,-6086.621093749999
TP9,1110650.0,4032.9051693757597,903.2286342812803,2703.22265625,3234.0332031249995,3884.5703125,4726.013183593749,5870.800781249999
CP5,1110650.0,-4224.30386850289,2095.175317698686,-6958.7890625,-5954.78515625,-4651.806640625,-2902.783203125,1130.95703125
CP1,1110650.0,-600.3611882329604,521.6148777130098,-2256.9335937499995,-572.265625,-449.70703124999994,-246.43554687499997,-7.714843749999999
Pz,1110650.0,4306.764622938636,265.35185174078697,3974.4140625,4056.25,4279.296875,4578.466796875,4755.810546875
P3,1110650.0,-2597.807230308195,483.7306332860878,-3531.7871093749995,-2902.783203125,-2558.69140625,-2296.97265625,-1601.07421875
P7,1110650.0,-4073.787045935587,3709.187783154628,-8420.312499999998,-7657.32421875,-4561.4501953125,-1583.837890625,4598.876953125
O1,1110650.0,-4728.830076937984,859.1644981181228,-5834.765625,-5251.5625,-5094.287109375,-4421.6796875,-2562.8417968749995
Oz,1110650.0,2775.5296205347095,1203.1821836787685,681.201171875,1612.451171875,3007.8369140625,3758.88671875,4690.380859375
O2,1110650.0,-10419.558382153398,1026.978627043608,-11612.890624999998,-11320.60546875,-10724.023437499998,-9727.294921875,-7836.718749999999
P4,1110650.0,-11515.835338716348,2463.589548560817,-14101.806640624998,-13735.644531249998,-12237.353515624998,-9697.18017578125,-5657.421875
P8,1110650.0,-11530.245171790239,2414.2330049960733,-14033.10546875,-13698.73046875,-12245.263671875,-9779.833984375,-5739.990234375
TP10,1110650.0,-12829.728648790615,2779.8564390994793,-16413.57421875,-15390.91796875,-13896.9970703125,-10896.789550781248,-7051.660156249999
CP6,1110650.0,17333.541105310658,1572.2944495417398,14552.246093749998,16059.326171875,17386.083984375,18653.30810546875,20278.22265625
CP2,1110650.0,4789.846216487459,278.9476696799763,4389.160156249999,4510.546874999999,4809.814453125,5096.533203125,5263.134765625
Cz,1110650.0,-3447.2599657471133,1045.3624602292077,-5597.36328125,-4059.130859375,-3563.28125,-2524.560546875,-1678.955078125
C4,1110650.0,-8984.733100452508,3000.7034920139254,-13741.748046875,-11709.130859375,-9512.304687499998,-5869.8486328125,-3603.2226562499995
T8,1110650.0,-30379.370271719403,726.7892151565394,-31293.994140624996,-30938.818359375,-30656.4453125,-30032.080078125,-28144.7265625
FT10,1110650.0,-11078.842535330874,1174.7640182864773,-12496.77734375,-11994.580078124998,-11493.017578124998,-10437.109375,-5346.875
FC6,1110650.0,7244.646643611005,474.2839574105048,6567.089843749999,6820.80078125,7166.40625,7643.64013671875,8180.468749999999
FC2,1110650.0,2335.012024780323,227.29453285898958,2018.115234375,2148.14453125,2265.576171875,2533.935546875,2938.7207031249995
F4,1110650.0,-11147.451521033572,403.7387151950869,-11827.63671875,-11427.734375,-11306.933593749998,-10930.810546875,-9884.033203125
F8,1110650.0,-19847.44081599528,1092.611288113587,-22708.984374999996,-20579.39453125,-19387.158203124996,-18925.79345703125,-13547.55859375
Fp2,1110650.0,-22758.89393989619,3067.3397098910737,-28849.21875,-25218.994140625,-22503.80859375,-20594.677734375,-6252.246093749999
AF7,1110650.0,-11189.166118807469,1588.024267182301,-13770.458984375,-12601.904296875,-11691.772460937498,-9993.212890625,-5165.234375
AF3,1110650.0,-13926.504250352764,1652.8097304840967,-17532.080078124996,-15263.903808593748,-13602.587890625,-12583.642578125,-11265.917968749998
AFz,1110650.0,-11819.144747726557,351.22106688894337,-12661.572265624998,-12029.19921875,-11787.792968749998,-11590.13671875,-9510.205078125
F1,1110650.0,-11478.531200760815,1376.443045333822,-12764.453125,-12506.15234375,-12060.937499999998,-11090.52734375,-7172.021484375
F5,1110650.0,-10871.759819788103,1518.1456212608073,-14154.150390625,-12026.46484375,-10568.310546875,-9736.62109375,-8356.982421875
FT7,1110650.0,-9732.240691332216,1081.0202444479366,-11000.976562499998,-10728.271484375,-10063.134765624998,-8612.744140625,-6847.314453124999
FC3,1110650.0,6067.812508221185,321.4138567159235,5621.142578125,5732.275390625,6104.443359375,6417.089843749999,6638.4765625
FCz,1110650.0,-9004.728515712926,555.9272340251009,-9771.435546875,-9539.55078125,-9126.757812499998,-8466.748046875,-7875.341796874999
C1,1110650.0,26.77089121868388,1677.6146321488238,-2168.3593749999995,-1321.923828125,-201.26953124999997,1016.6015624999999,4233.593749999999
C5,1110650.0,-15679.035154403531,1089.222393003897,-16739.013671875,-16481.396484375,-16087.98828125,-15402.148437499998,-12141.308593749998
TP7,1110650.0,-16266.45897298844,3081.528057575528,-19049.951171875,-18714.74609375,-17546.484375,-14588.574218749998,-7515.33203125
CP3,1110650.0,8829.85487220849,252.49637274865475,8471.826171875,8624.072265625,8752.197265625,9028.857421875,9355.6640625
P1,1110650.0,8374.407771139086,4812.374795833357,1721.2890625,4616.357421875,6735.9375,13118.84765625,17526.953124999996
P5,1110650.0,-1599.4043392119058,3322.4910035988846,-6064.892578125,-4594.53125,-2247.412109375,1154.833984375,5390.283203124999
PO7,1110650.0,-1329.8355043270692,1861.7044835987526,-3207.763671875,-2842.7246093749995,-2243.9453125,-39.07470703125,3269.921875
PO3,1110650.0,-9336.81666392041,325.43349570643096,-9873.242187499998,-9569.43359375,-9364.990234375,-9195.117187499998,-8162.597656249999
POz,1110650.0,-14922.342096047008,886.7045718280654,-15759.326171875002,-15541.748046875,-15312.988281249998,-14604.199218749998,-12270.068359374998
PO4,1110650.0,-7014.412725612184,1157.642340368235,-8377.294921875,-8044.091796875,-7289.550781249999,-6251.07421875,-4130.712890625
PO8,1110650.0,-10436.36078869215,976.6211014496395,-11613.28125,-11303.173828124998,-10707.763671874998,-9756.494140624998,-8014.599609374999
P6,1110650.0,-11777.891759699416,2412.4929707284878,-14287.060546875,-13943.408203124998,-12492.3095703125,-10031.298828125,-5991.015624999999
P2,1110650.0,-13132.266182018271,2488.8143344313585,-15687.988281249998,-15262.890625,-13880.712890624998,-11536.279296875,-6703.125
CP4,1110650.0,-13971.127323298153,2283.979828854606,-16345.068359375,-15878.515624999998,-14767.431640624998,-12424.67041015625,-8242.919921875
TP8,1110650.0,-13111.22427384513,1737.6454922685564,-14781.0546875,-14540.234374999998,-13851.513671875,-11962.109375,-8635.498046874998
C6,1110650.0,-23934.246898810663,1516.0167931623869,-25274.169921875,-24905.908203125,-24612.841796875,-23566.699218749996,-18821.77734375
C2,1110650.0,-4901.793838612946,1999.3174831810827,-10021.533203125,-5814.257812499999,-3775.244140625,-3532.5195312499995,-3408.5937499999995
FC4,1110650.0,2820.0254171350252,1167.9231594316614,1117.5781249999998,1788.818359375,2701.0498046875,3920.80078125,4908.642578125
FT8,1110650.0,2761.003476770008,1194.29815715888,972.119140625,1783.251953125,2552.1484375,3762.04833984375,5017.626953125
F6,1110650.0,-10304.5645492733,800.8644439547692,-11032.568359375,-10807.958984375,-10685.05859375,-9994.921875,-7597.314453124999
F2,1110650.0,-17222.296231681266,1028.8000198958157,-19567.431640625,-17981.689453124996,-17072.36328125,-16403.564453125,-15340.771484375
AF4,1110650.0,-11775.127369196107,1664.517524633497,-15279.19921875,-13125.0,-11522.656249999998,-10386.71875,-8558.3984375
AF8,1110650.0,-17309.08396089846,2377.9131700367925,-21506.152343749996,-19235.25390625,-18022.16796875,-15286.083984374998,-1353.662109375
