,count,mean,std,min,25%,50%,75%,max
time,938875.0,938874.0,542060.0226604677,0.0,469437.0,938874.0,1408311.0,1877748.0
Fp1,938875.0,-3711.0284506161797,434.61366613261697,-4784.521484375,-3989.990234375,-3681.8359375,-3345.7031249999995,7.8125
Fz,938875.0,6009.859439020686,1220.7081127854337,3960.205078125,4987.353515625,5948.486328125,7099.072265625,8193.798828125
F3,938875.0,968.077097184546,693.6318841250671,-525.537109375,475.09765625,1223.4375,1580.859375,2089.306640625
F7,938875.0,13109.79241066228,247.30979477497073,12538.37890625,12941.650390625,13013.18359375,13300.48828125,13809.765625
FT9,938875.0,-10751.5657370232,2774.8860324357975,-14301.7578125,-13032.470703125,-11655.810546875,-8670.99609375,-4804.78515625
FC5,938875.0,2152.9030431408933,864.0835293051682,907.12890625,1466.064453125,1848.9746093749998,2804.296875,4125.5859375
FC1,938875.0,17022.309564513715,116.709068175383,16706.93359375,16954.78515625,17019.238281249996,17109.27734375,17358.984375
C3,938875.0,5827.79874527776,282.33875783767434,5136.62109375,5646.3134765625,5880.37109375,6062.20703125,6212.939453125
T7,938875.0,-2768.5310061389127,403.83612824405225,-3379.98046875,-3094.775390625,-2890.771484375,-2452.001953125,-1818.603515625
TP9,938875.0,16011.533771822162,874.0939631034164,14440.673828124998,15324.21875,15966.943359375,16804.58984375,17502.9296875
CP5,938875.0,9603.509567842164,666.857217452132,8498.095703125,9060.009765625,9475.9765625,10195.3125,10871.484374999998
CP1,938875.0,18037.492600280006,463.49631148388875,17037.548828125,17714.990234375,18147.16796875,18459.521484374996,18574.267578124996
Pz,938875.0,12711.631981375232,521.6072781319264,11647.36328125,12356.201171875,12731.542968749998,13232.080078125,13473.583984374998
P3,938875.0,4053.289137962239,480.7636016252093,3249.9023437499995,3681.8359375,3962.6953124999995,4445.263671875,5014.062499999999
P7,938875.0,8433.993324478266,774.1672410711597,7174.609375,7821.38671875,8253.173828125,9147.94921875,9944.140625
O1,938875.0,698.7118871488484,1513.6042680729731,-1670.556640625,-625.7324218749999,532.2265624999999,1925.390625,3805.1757812499995
Oz,938875.0,415.2042089830748,307.2078589809048,-138.37890625,208.056640625,308.203125,598.876953125,1107.421875
O2,938875.0,5292.449399058464,2004.4687918657849,1467.724609375,3720.5322265625,5322.119140625,7120.751953125,8268.896484375
P4,938875.0,-4701.540824759103,865.9924538506109,-6023.2421875,-5383.056640625,-4829.443359374999,-3995.8984375,-2917.9199218749995
P8,938875.0,6137.63187507281,755.3931741863571,4990.087890625,5522.998046875,5939.404296875,6770.849609375,7667.7734375
TP10,938875.0,2296.581676977932,1644.8495723504184,-327.09960937499994,927.685546875,2005.7128906249998,3733.3251953124995,5606.73828125
CP6,938875.0,-12533.24265779981,697.9783910236157,-13426.611328125,-13186.1328125,-12768.603515625,-11806.787109375,-11225.244140625
CP2,938875.0,9336.319324469943,471.0710079335535,8395.8984375,9011.71875,9349.4140625,9698.095703125,10118.310546875
Cz,938875.0,8269.551550434362,208.89388177734105,7645.556640625,8215.087890625,8356.0546875,8406.103515625,8494.775390624998
C4,938875.0,457.09067263846356,816.6834601908593,-706.0546875,-208.056640625,291.796875,1140.52734375,2349.31640625
T8,938875.0,-2912.0250369250098,501.61787491957097,-3979.8828125,-3288.427734375,-2924.12109375,-2362.158203125,-2184.9609375
FT10,938875.0,-12881.336488826804,905.6201572102403,-14508.88671875,-13645.1171875,-12825.976562499998,-11908.10546875,-11396.972656249998
FC6,938875.0,2156.4579272275664,1181.539205384328,558.203125,1093.505859375,1891.11328125,2968.017578125,4983.69140625
FC2,938875.0,405.0414700626581,1032.7988210476171,-1304.19921875,-401.123046875,294.62890624999994,1138.4765625,2490.91796875
F4,938875.0,1252.062013317967,706.2055829760866,111.57226562499999,673.388671875,1154.638671875,1873.2421875,2701.7578125
F8,938875.0,-13199.732122158335,403.08229837807147,-14078.173828124998,-13523.2421875,-13274.999999999998,-12767.431640625,-12275.146484375
Fp2,938875.0,-8861.173984926274,396.6147511757319,-9833.935546875,-8971.923828124998,-8872.412109375,-8786.71875,-4852.929687499999
AF7,938875.0,-1706.1116532731162,574.742519889037,-3258.349609375,-2081.15234375,-1548.974609375,-1225.537109375,1198.193359375
AF3,938875.0,3027.120319364931,246.61766420798247,2543.408203125,2822.314453125,2913.8671875,3297.021484375,4143.408203125
AFz,938875.0,-4982.198615468146,1661.6978660317059,-7656.445312499999,-6187.646484375,-4996.044921875,-4078.0273437499995,-931.494140625
F1,938875.0,10625.47704923404,499.8763330386049,9765.429687499998,10256.542968749998,10561.23046875,11058.837890625,11619.82421875
F5,938875.0,-5467.7663330760715,642.8192383135925,-6705.712890625,-6016.11328125,-5423.388671875,-4826.904296875,-4461.81640625
