,count,mean,std,min,25%,50%,75%,max
time,921550.0,921549.0,532057.4292467559,0.0,460774.5,921549.0,1382323.5,1843098.0
Fp1,921550.0,-15559.693200950505,798.9362235086331,-17075.927734375,-16158.044433593748,-15384.0087890625,-15164.013671874998,-8580.2734375
Fz,921550.0,4510.240039126082,56.455702283855075,4359.08203125,4454.1015625,4521.09375,4555.078125,4779.6875
F3,921550.0,-18238.06642188051,1618.6449990445483,-21446.923828125,-19626.3671875,-17972.1923828125,-16821.142578125,-15593.505859374998
F7,921550.0,-3876.025896046827,337.837804399795,-4661.1328125,-4185.05859375,-3901.220703125,-3537.4023437499995,-2695.41015625
FT9,921550.0,-16884.34628341432,1427.81256898849,-18967.041015625,-17985.595703125,-17269.677734375,-16279.589843750002,-13617.822265625
FC5,921550.0,-13210.785881293745,552.8843809657078,-14146.435546874998,-13864.990234375,-13060.302734375,-12753.466796875,-12030.078125
FC1,921550.0,-6306.551884393142,552.4554899676119,-7137.988281249999,-6839.74609375,-6268.75,-5812.060546875,-5280.224609375
C3,921550.0,-8533.119189000105,760.5016743643007,-9885.498046875,-9252.490234374998,-8460.44921875,-7899.853515624999,-7123.2421875
T7,921550.0,-16497.16346408988,906.1036957579631,-18061.23046875,-17402.734375,-16491.796875,-15609.814453124998,-14931.933593749998
TP9,921550.0,-18869.033776579286,1533.361286402956,-21718.212890624996,-20220.849609374996,-18716.162109375,-17420.41015625,-16660.9375
CP5,921550.0,-9519.083846561585,431.79582631933454,-10216.064453125,-9997.802734375,-9476.611328124998,-9253.41796875,-8655.6640625
CP1,921550.0,-7265.709784233255,372.27576854556145,-7768.65234375,-7617.919921875,-7349.21875,-6935.83984375,-6575.927734375
Pz,921550.0,-6947.094624460827,828.6398815101674,-8587.98828125,-7708.154296874999,-6869.82421875,-6190.0390625,-5769.531249999999
P3,921550.0,-3455.680154136967,317.1672165935029,-3908.6425781249995,-3706.591796875,-3562.01171875,-3325.68359375,-2622.119140625
P7,921550.0,-1688.9125548180546,396.7528665971564,-2460.3027343749995,-1987.744140625,-1698.193359375,-1380.224609375,-753.90625
O1,921550.0,-6187.953594604115,713.1558411418462,-7439.697265625,-6800.146484374999,-6233.447265625,-5685.64453125,-4783.056640625
