,count,mean,std,min,25%,50%,75%,max
time,904700.0,904699.0,522329.0772109093,0.0,452349.5,904699.0,1357048.5,1809398.0
Fp1,904700.0,-30174.707549593444,993.3687444036692,-31951.46484375,-31005.273437499996,-30050.976562499996,-29370.751953125,-28199.609375
Fz,904700.0,-6637.177709871884,851.3169662907598,-7973.388671875,-7380.615234374999,-6661.669921874999,-5864.306640625,-4803.027343749999
F3,904700.0,-17826.32007167863,443.5681404094811,-18289.501953125,-18156.689453125,-17989.35546875,-17575.29296875,-16324.4140625
F7,904700.0,-14640.988587269088,2352.737395166933,-17890.4296875,-16715.673828125,-15022.36328125,-13097.36328125,-8857.6171875
FT9,904700.0,-16485.02501395706,565.1997386422081,-17268.65234375,-16897.55859375,-16750.390625,-16025.29296875,-15114.990234374998
FC5,904700.0,1767.3689883710588,231.40497858015823,1278.0761718749998,1578.2226562499998,1737.841796875,1965.3320312499998,2501.66015625
FC1,904700.0,-373.684676528649,397.8489853381616,-939.501953125,-739.0136718749999,-402.05078124999994,-18.847656249999996,593.06640625
C3,904700.0,-1724.9350085080862,469.82322760847154,-2443.26171875,-2165.869140625,-1722.705078125,-1333.0566406249998,-723.6328125
T7,904700.0,-19866.39137110368,857.7574912560475,-20834.423828125,-20536.42578125,-20177.001953125,-19466.064453124996,-17345.80078125
TP9,904700.0,-427679.15237167705,969.9920742871911,-429520.53125,-428527.46875,-427665.74999999994,-426861.99999999994,-425474.0625
CP5,904700.0,859.8383472788804,195.36539889025536,551.9531249999999,697.412109375,839.0625,1031.93359375,1386.81640625
CP1,904700.0,730.799808519485,518.4986241666661,-304.19921875,380.712890625,891.6992187499999,1118.896484375,1514.111328125
Pz,904700.0,-3421.177476606541,310.2664497371919,-3896.826171875,-3682.1289062499995,-3387.5488281249995,-3159.765625,-2864.5019531249995
P3,904700.0,-3634.5777847629047,362.67359896232995,-4207.958984374999,-3928.8085937499995,-3644.04296875,-3360.888671875,-2715.8203124999995
P7,904700.0,1371.3052506398876,141.74055180716076,1110.44921875,1239.35546875,1415.91796875,1475.09765625,1691.9433593749998
O1,904700.0,-1804.6000648415047,742.7375692689598,-3003.759765625,-2485.4492187499995,-1767.5781249999998,-1138.671875,-365.673828125
Oz,904700.0,-1963.3493392470398,514.9285421417375,-2739.2578124999995,-2426.66015625,-2024.8046875,-1558.544921875,-683.8867187499999
O2,904700.0,-9491.387976882444,952.9483581784622,-11013.37890625,-10345.361328125,-9531.640624999998,-8668.994140624998,-7450.976562499999
P4,904700.0,-21154.381720977948,803.9685787696545,-22267.236328125,-21937.841796875,-21157.32421875,-20517.95654296875,-19608.251953125
P8,904700.0,-13405.88432127665,1255.8512475712614,-15808.642578125,-14478.662109375,-12951.5625,-12385.107421875,-11736.328124999998
TP10,904700.0,-32320.324073071963,724.6460023232326,-33007.32421875,-32831.45703125,-32633.984375,-32001.025390625,-30186.718749999996
CP6,904700.0,-18335.021916471793,295.0394015360354,-18657.91015625,-18549.462890625,-18418.896484375,-18163.330078124996,-17183.3984375
CP2,904700.0,-19137.528519953525,797.8740283420902,-21165.380859375,-19558.80126953125,-18935.400390625,-18550.87890625,-17987.011718749996
Cz,904700.0,-2453.940963736684,282.7986442806776,-2839.0136718749995,-2693.9453125,-2515.13671875,-2206.93359375,-1744.921875
C4,904700.0,-13374.18437077942,138.88296424431948,-13614.94140625,-13491.162109375,-13407.470703124998,-13280.2734375,-12987.40234375
T8,904700.0,-20877.91515294262,736.6401509524205,-22406.4453125,-21528.125,-20791.2109375,-20490.380859375,-18766.6015625
FT10,904700.0,-27925.17624653934,511.51554562166683,-28570.80078125,-28408.7890625,-28058.740234374996,-27504.101562499996,-26562.158203125
FC6,904700.0,-20094.30138540832,1311.6795766694727,-21630.46875,-21175.732421875,-20439.0625,-19212.841796874996,-16642.138671875
FC2,904700.0,-10654.193373569537,1123.1154801918733,-12181.298828125,-11667.724609375,-10856.494140624998,-9706.73828125,-8186.03515625
F4,904700.0,-30361.598681602845,625.3791536967723,-31295.361328125,-30936.04736328125,-30184.08203125,-29911.474609375,-28775.78125
F8,904700.0,-30265.62101052576,622.9074747825896,-31188.525390625,-30857.763671875,-30081.25,-29804.931640624996,-28676.26953125
Fp2,904700.0,-28022.3941219832,484.5224726094643,-28777.880859374996,-28465.380859375,-28173.779296875,-27685.05859375,-26730.46875
AF7,904700.0,-20392.305743238867,342.7577248739609,-20883.447265625,-20644.384765625,-20466.796875,-20281.54296875,-18619.82421875
AF3,904700.0,-35027.29931707765,1263.020438957919,-36936.42578125,-36097.65625,-35087.20703125,-33964.40234375,-32517.382812499996
AFz,904700.0,-27111.247986156926,471.2846287962081,-27854.101562499996,-27533.0078125,-27262.353515624996,-26787.792968749996,-25852.734375
F1,904700.0,771.8613648796735,382.58751393948586,249.951171875,427.783203125,710.3515624999999,1085.3515625,1829.052734375
F5,904700.0,-19133.52208227261,1000.6702427063643,-20009.47265625,-19837.98828125,-19563.96484375,-18710.351562499996,-15661.9140625
FT7,904700.0,-11874.422865811008,1520.2340945717804,-14479.980468749998,-13280.175781249998,-11951.85546875,-10229.882812499998,-9593.212890625
FC3,904700.0,-8983.50522990399,919.8592966083489,-10440.673828125,-9763.76953125,-9026.318359375,-8261.767578124998,-6974.365234375
FCz,904700.0,-6861.131220930885,240.96373453593787,-7177.050781249999,-7041.69921875,-6900.732421875,-6668.603515625,-6118.84765625
C1,904700.0,-7445.617522393904,458.1814077051055,-8293.26171875,-7842.822265625001,-7369.3359375,-6995.361328125,-6663.330078125
C5,904700.0,876.5486179055384,181.1610828686209,547.509765625,759.27734375,800.0976562499999,993.2617187499999,1584.130859375
TP7,904700.0,-5378.2041203985955,931.2124632701809,-6955.859375,-6194.82421875,-5381.8115234375,-4531.4453125,-3731.73828125
CP3,904700.0,-5820.203950657849,684.6726783771811,-6892.48046875,-6418.45703125,-5843.212890624999,-5254.541015625,-4313.818359375
P1,904700.0,-17934.292693764593,645.8934780333706,-19020.99609375,-18558.056640625,-17776.26953125,-17349.804687499996,-16896.97265625
