,count,mean,std,min,25%,50%,75%,max
time,1088275.0,1088274.0,628316.1528774083,0.0,544137.0,1088274.0,1632411.0,2176548.0
Fp1,1088275.0,4204.841234237168,907.4536467087446,1619.775390625,3564.2578125,4437.255859375,4860.205078125,6092.919921874999
Fz,1088275.0,-6037.153582001907,991.0153566102858,-8409.765625,-6840.91796875,-5944.53125,-5250.29296875,-4152.9296875
F3,1088275.0,3162.6866992057385,524.119896661195,1385.83984375,2846.38671875,3351.708984375,3448.5839843749995,4178.955078125
F7,1088275.0,7755.350534003425,358.7802303921489,6376.66015625,7548.046875,7880.17578125,7960.05859375,9545.556640625
FT9,1088275.0,-8506.62285452824,922.6482434956889,-11213.818359374998,-9143.896484374998,-8072.216796875,-7782.568359374999,-7132.71484375
FC5,1088275.0,-3134.2214355412666,1120.8611184836593,-6441.552734375,-3923.681640625,-2702.099609375,-2310.05859375,-1635.7421874999998
FC1,1088275.0,-6996.721518815255,1771.9563722285375,-11732.714843749998,-8246.826171875,-6531.201171875,-5634.716796875,-4503.271484375
C3,1088275.0,-9864.006198258856,417.7601238496,-11263.720703124998,-10105.37109375,-9784.47265625,-9645.361328125,-8855.029296874998
T7,1088275.0,-11059.336176733248,1866.8690668898391,-15315.039062499998,-12534.619140625,-10774.169921875,-9527.148437499998,-6669.53125
TP9,1088275.0,11987.035528604974,304.8117682303783,11229.931640625,11674.70703125,12060.791015624998,12261.4013671875,12598.339843749998
CP5,1088275.0,-13559.07828252962,800.5474415981116,-15595.5078125,-14224.707031249998,-13428.662109375,-13003.564453125,-11920.996093749998
CP1,1088275.0,2800.2849523723035,1989.5191442823823,-267.08984374999994,913.916015625,2805.6640625,4525.390624999999,6108.251953124999
Pz,1088275.0,-3367.0994341227374,202.32981279302658,-4238.28125,-3466.89453125,-3380.17578125,-3225.4882812499995,-2950.0
P3,1088275.0,-3119.1317224452832,653.7205186398494,-4007.568359375,-3676.3671874999995,-3381.54296875,-2562.7685546875,-1830.4687499999998
P7,1088275.0,-9994.899387837475,1025.904463557125,-12779.833984374998,-10688.330078124998,-9530.957031249998,-9282.861328125,-8407.275390625
O1,1088275.0,-3056.7893687203514,496.91561814301656,-3925.537109375,-3531.298828125,-3023.0468749999995,-2566.89453125,-2224.3652343749995
