,count,mean,std,min,25%,50%,75%,max
time,940375.0,940374.0,542926.0480642521,0.0,470187.0,940374.0,1410561.0,1880748.0
Fp1,940375.0,-4017.7818514368437,1233.543342977135,-6743.65234375,-5010.05859375,-4030.8105468749995,-2832.3242187499995,-2124.70703125
Fz,940375.0,-7249.076628443606,304.8753838506825,-7704.443359374999,-7537.59765625,-7340.0390625,-6911.669921875,-6728.222656249999
F3,940375.0,-3376.608930062392,1126.2463076645295,-5379.296875,-4434.960937499999,-3250.341796875,-2348.974609375,-1661.62109375
F7,940375.0,-6298.858706009903,1015.8308463047132,-8147.119140624999,-7143.701171875,-6323.583984375,-5381.787109374999,-4531.982421875
FT9,940375.0,-12989.37911726954,594.3309018382835,-14342.626953125,-13375.830078125,-12960.888671874998,-12423.828125,-12109.277343749998
FC5,940375.0,-16238.78239643219,661.749454842496,-17472.998046875,-16872.216796875,-16365.624999999998,-15707.373046875,-14780.46875
FC1,940375.0,738.6248465642861,480.90369182573136,52.9296875,256.640625,650.9765625,1233.935546875,1658.49609375
C3,940375.0,-2737.832126738419,684.6229413944898,-4095.654296875,-3290.7470703125,-2650.2929687499995,-2089.306640625,-1701.123046875
T7,940375.0,-3169.893403354712,991.7069884496027,-5569.921875,-3716.9433593749995,-3001.2695312499995,-2421.2890625,-1518.701171875
TP9,940375.0,-13932.576097571613,870.6658127481139,-15809.814453124998,-14464.84375,-13889.208984375,-13302.587890625,-12391.064453125
CP5,940375.0,-16046.771920381663,253.8489060873252,-16559.277343749996,-16278.027343749998,-16095.947265625,-15840.332031249998,-15357.8125
CP1,940375.0,4949.372199369849,269.1686751802615,4589.2578125,4692.822265625,4912.3046875,5158.30078125,5527.001953125
Pz,940375.0,-5988.569002195351,326.0585272242174,-6722.314453124999,-6254.58984375,-6061.474609375,-5662.011718749999,-5496.777343749999
P3,940375.0,-7279.886866889456,404.35251110133413,-7784.9609375,-7622.167968749999,-7489.6484375,-6854.248046875,-6557.275390625
P7,940375.0,-17894.86875441355,100.2114659563372,-18124.755859374996,-17966.455078125,-17914.697265624996,-17840.673828125,-17343.017578124996
O1,940375.0,-11682.225527341154,124.79969103927414,-11990.966796874998,-11789.013671875,-11703.22265625,-11583.544921875,-11294.580078125
Oz,940375.0,-10668.906344190316,781.128197525875,-11772.607421875,-11330.859375,-10975.87890625,-9982.617187499998,-8950.292968749998
O2,940375.0,-2544.975955299581,1104.6729593080254,-4050.5859375,-3583.447265625,-2698.583984375,-1711.5722656249998,-285.83984374999994
P4,940375.0,481.1771551616709,291.5432584260782,-99.951171875,296.240234375,438.525390625,771.19140625,1031.591796875
P8,940375.0,-8795.971665070865,1146.9065464349599,-9864.404296874998,-9650.048828124998,-9359.86328125,-8157.7880859375,-5666.943359375
TP10,940375.0,-16143.482708080635,1618.598739573461,-19178.955078125,-17459.033203125,-16085.937499999998,-14749.21875,-13316.943359375
CP6,940375.0,-14666.50358162053,2436.4590268885577,-19427.44140625,-14903.369140625,-13359.5703125,-13088.037109374998,-12747.75390625
CP2,940375.0,3138.9039070288613,275.13529968016553,2437.6953125,3015.8203125,3237.4023437499995,3354.4921875,3536.962890625
Cz,940375.0,-51.52872986383424,558.3207059450732,-1202.1484374999998,-493.0908203125,255.908203125,399.609375,602.978515625
C4,940375.0,-11380.44486652391,194.26053229576658,-11967.724609375,-11511.23046875,-11354.98046875,-11234.130859375,-10977.099609374998
T8,940375.0,-15715.271886371378,473.8945171245372,-16670.898437499996,-16126.904296874998,-15785.83984375,-15396.875,-14173.388671874998
FT10,940375.0,-3122.7246168520705,886.1618620020994,-4894.384765625,-3818.0419921875,-3132.568359375,-2336.23046875,-1267.7734375
FC6,940375.0,-19087.468372979114,1167.1435109537513,-21213.330078125,-20060.302734375,-19101.806640625,-18030.419921875,-17069.482421875
FC2,940375.0,1973.4031399541407,80.64044839266919,1798.486328125,1918.0175781249998,1963.8671875000002,2028.9550781249998,2253.173828125
F4,940375.0,-12941.342226702694,1712.4915770196649,-16332.519531249998,-14378.710937499998,-12889.6484375,-11347.509765625,-10191.50390625
F8,940375.0,-7916.915461958328,136.08741626563835,-8531.8359375,-7996.874999999999,-7900.683593749999,-7826.977539062499,-7496.2890625
Fp2,940375.0,-5118.84995908381,1450.0690669744001,-8424.023437499998,-6205.126953125,-5012.109375,-3959.86328125,-2318.603515625
AF7,940375.0,-1451.7238163382294,727.4242826206371,-3079.150390625,-1983.8623046875,-1346.9238281249998,-891.796875,-39.35546874999999
AF3,940375.0,-13566.89075101979,2443.971174299774,-17778.7109375,-15658.300781249998,-13428.271484374998,-11176.025390625,-9749.951171875
AFz,940375.0,-13628.469108847452,791.8200146462458,-15359.47265625,-14194.43359375,-13654.1015625,-12932.71484375,-12320.3125
F1,940375.0,-7129.515449133075,1327.0631530650048,-9510.400390625,-8356.1279296875,-6993.5546875,-5942.578124999999,-5051.953125
F5,940375.0,-6145.604302742423,912.9790603496804,-7811.767578125,-6894.873046875,-6171.77734375,-5326.660156249999,-4542.871093749999
