,count,mean,std,min,25%,50%,75%,max
time,918300.0,918299.0,530181.0408718893,0.0,459149.5,918299.0,1377448.5,1836598.0
Fp1,918300.0,-30068.671441964772,1833.3315911510238,-32690.917968749996,-31828.61328125,-30225.146484375,-28426.208496093746,-24467.626953125
Fz,918300.0,-10013.338759566761,555.4556287358562,-10631.25,-10469.970703125,-10230.908203125,-9695.99609375,-8520.703125
F3,918300.0,-15235.549877586725,278.80273669169037,-15590.8203125,-15439.6484375,-15363.818359375,-15086.962890625,-14083.7890625
F7,918300.0,-29830.71767044275,1153.41391836307,-31378.466796874996,-30922.8515625,-30080.615234375,-28822.949218749996,-27337.499999999996
FT9,918300.0,-434074.60533805675,2465.768749021876,-439046.21875,-436089.0234375,-433836.49999999994,-432002.8125,-429137.53125
FC5,918300.0,-2166.61153900635,257.46036097964634,-2674.365234375,-2366.064453125,-2197.509765625,-1978.9062499999998,-1022.16796875
FC1,918300.0,9739.627172194885,955.3495878757587,7351.220703124999,9017.285156249998,9905.957031249998,10572.75390625,11196.240234375
C3,918300.0,11314.72614025875,238.14457409041762,10436.962890625,11158.59375,11400.48828125,11513.232421875,11717.529296875
T7,918300.0,-31297.46778194507,788.1645815326671,-32409.66796875,-32037.79296875,-31435.742187499996,-30615.087890625,-29549.267578125
TP9,918300.0,-432189.25738293584,2465.2918315800207,-437160.0,-434203.34374999994,-431951.34375,-430117.90624999994,-427252.71875
CP5,918300.0,-1635.3101898229916,333.2334771921423,-2326.7089843749995,-1912.3046875,-1740.72265625,-1448.57177734375,-830.126953125
CP1,918300.0,4812.360626463302,829.7425365952391,2489.208984375,4310.83984375,4997.998046875,5474.414062499999,6009.277343749999
Pz,918300.0,-7809.129679534789,390.52128062220686,-8709.912109374998,-8083.30078125,-7764.94140625,-7473.92578125,-7101.7578125
P3,918300.0,5329.526343898032,611.1600893424898,4191.40625,4743.65234375,5346.728515624999,5879.8828125,6449.31640625
P7,918300.0,-9492.468467867766,211.9525385180107,-9845.703124999998,-9686.62109375,-9503.369140624998,-9337.744140625,-8989.84375
O1,918300.0,125.57564818099681,366.30387297043535,-752.05078125,-133.49609375,283.203125,433.45947265624994,553.271484375
Oz,918300.0,432.43737132302897,90.48973992227322,210.400390625,351.611328125,450.439453125,483.056640625,774.90234375
