,count,mean,std,min,25%,50%,75%,max
time,1193225.0,1193224.0,688909.0636288653,0.0,596612.0,1193224.0,1789836.0,2386448.0
Fp1,1193225.0,-2580.5000031100067,510.41947621550764,-3996.6796875,-2765.52734375,-2575.78125,-2241.162109375,-1045.99609375
Fz,1193225.0,16973.301281879205,1102.3332815496667,15267.138671875,15810.644531249998,16986.376953125,18065.820312499996,18764.453125
F3,1193225.0,11615.537523087705,680.2224799721237,10454.39453125,10885.44921875,11635.937499999998,12304.8828125,12713.623046874998
F7,1193225.0,3282.5933472541587,1024.3599393786699,946.2890625,2513.4765625,3434.619140625,4126.171875,4765.283203125
FT9,1193225.0,6877.751637009208,2346.641713458704,3635.2539062499995,4806.738281249999,6415.576171875,8786.71875,11586.181640625
FC5,1193225.0,-5119.51667777812,188.43885473293486,-5636.42578125,-5247.021484374999,-5142.28515625,-4995.8984375,-4495.214843749999
FC1,1193225.0,20953.01835624044,670.1448601522438,19862.353515625,20286.669921875,20875.634765624996,21644.580078125,22018.212890625
C3,1193225.0,2038.3193380858597,740.5580802549503,1135.4492187499998,1397.412109375,1742.28515625,2583.837890625,3707.51953125
T7,1193225.0,-11137.306938408123,438.839080835159,-11825.1953125,-11519.873046875,-11258.251953125,-10823.193359375,-10201.416015625
TP9,1193225.0,2165.737460699339,1798.2418755328706,104.54101562499999,529.4921875,1570.654296875,3400.146484375,6293.164062499999
CP5,1193225.0,-3450.3741266201496,798.5073927374384,-4390.52734375,-4130.810546875,-3767.7734374999995,-2911.81640625,-1419.62890625
CP1,1193225.0,13252.991984858525,1944.8737188132068,10271.240234375,11354.98046875,13057.8125,15337.646484375,16428.271484375
Pz,1193225.0,10490.192075269686,2205.9233449728913,7330.322265625,8482.812499999998,10188.330078125,12390.4296875,14658.30078125
P3,1193225.0,1629.3387934271486,327.3379671267525,1150.390625,1317.3828125,1586.279296875,1924.9023437499998,2336.7675781249995
P7,1193225.0,-9945.55191243302,843.43562041135,-10846.38671875,-10611.9140625,-10256.15234375,-9643.017578125,-7614.746093749999
O1,1193225.0,16436.553322943728,1559.6896692963408,14256.298828125,14960.205078124998,16076.220703124998,17485.546875,19781.640625
Oz,1193225.0,2492.6187155771386,1577.1978448347998,618.65234375,1139.697265625,1833.88671875,3594.3359374999995,6128.076171875
O2,1193225.0,14689.760032512662,1985.040351036268,11812.207031249998,12700.78125,14471.240234375,16404.6875,18454.931640625
P4,1193225.0,7553.499670912208,1390.9509879502184,5532.861328124999,6110.302734375,7415.185546875,8904.052734375,9790.966796875
P8,1193225.0,17024.027183625585,1214.9990162762363,15359.716796874998,15799.31640625,16785.986328125,18173.33984375,19155.566406249996
TP10,1193225.0,24278.947317553924,1200.6349278789314,22227.490234374996,23062.109375,24150.195312499996,25381.005859375,26303.759765625
CP6,1193225.0,12179.717398824941,1610.7210023543191,10110.595703125,10688.4765625,11749.462890625,13609.619140625,15379.785156249998
CP2,1193225.0,1972.390261088319,319.4605112105799,1492.7246093749998,1735.986328125,1844.482421875,2179.541015625,2859.2773437499995
Cz,1193225.0,3921.3601538929424,555.3403990938865,3207.8124999999995,3363.1835937499995,3805.9082031249995,4515.52734375,4837.890625
C4,1193225.0,8776.500142528324,659.2471542390018,7992.578125,8157.91015625,8509.375,9428.41796875,9960.25390625
T8,1193225.0,-3565.2497898699557,408.08007222426033,-4222.070312499999,-3915.7714843749995,-3658.935546875,-3308.447265625,-2497.94921875
FT10,1193225.0,14730.697300694415,1309.550292976746,12750.244140624998,13391.552734375,14568.798828125,16058.691406249998,16916.9921875
FC6,1193225.0,6766.469487889962,989.1615503400263,5456.884765625,5812.011718749999,6496.728515624999,7639.892578125,8845.01953125
FC2,1193225.0,2868.8520290828164,562.8654413749149,1800.2441406249998,2346.38671875,2886.9140625,3453.0761718749995,3754.296875
F4,1193225.0,15015.646394021127,919.004033577399,13530.175781249998,14066.552734375,14976.318359375,15932.373046875,16639.648437499996
F8,1193225.0,-2845.8044530628,525.4848859273549,-4160.546875,-3038.57421875,-2911.3769531249995,-2520.3125,-1699.4628906249998
Fp2,1193225.0,10829.71585302895,651.9503973487614,9847.65625,10177.294921875,10693.84765625,11451.416015625,12451.757812499998
AF7,1193225.0,-2171.7980392473,294.4235772019173,-3065.8203124999995,-2281.005859375,-2158.0078125,-2016.5039062499998,-243.55468749999997
