,count,mean,std,min,25%,50%,75%,max
time,1085425.0,1085424.0,626670.7046102176,0.0,542712.0,1085424.0,1628136.0,2170848.0
Fp1,1085425.0,-10808.297429308364,1018.4434968506309,-12187.353515624998,-11763.623046875,-10984.47265625,-10058.642578124998,-7989.111328124999
Fz,1085425.0,-7928.073091014537,631.7164754543602,-8796.826171875,-8606.787109375,-7842.675781249999,-7426.855468749999,-6540.576171875
F3,1085425.0,-17812.58859887292,387.3963692235975,-18335.9375,-18042.919921874996,-17985.546874999996,-17651.708984375,-16402.24609375
F7,1085425.0,-10523.826597075671,236.68072234299296,-11126.26953125,-10703.564453125,-10496.386718749998,-10401.46484375,-9783.59375
FT9,1085425.0,-33314.5519238198,3925.4655690215322,-39238.8671875,-36988.4765625,-33466.40625,-29576.367187499996,-25820.068359375
FC5,1085425.0,-5469.874340875982,1024.5882296816603,-7027.24609375,-6535.7421875,-5448.828125,-4593.212890625,-3287.2558593749995
FC1,1085425.0,-9489.106674130022,269.6875877597714,-9961.328125,-9723.291015625,-9462.548828125,-9327.197265625,-8725.634765625
C3,1085425.0,-6745.53801785231,971.2652611304184,-8103.124999999999,-7751.757812499999,-6633.49609375,-5941.748046875,-4729.345703124999
T7,1085425.0,-11606.442362906522,618.3989967761343,-12577.490234374998,-12285.3515625,-11597.705078125,-11151.806640625,-10182.177734374998
TP9,1085425.0,-8155.606721409528,680.0740013436321,-9249.21875,-8888.37890625,-8125.341796874999,-7554.19921875,-6509.716796875
CP5,1085425.0,-7149.207000435097,1119.4129293650676,-8710.302734375,-8281.0546875,-7097.55859375,-6219.091796874999,-4856.93359375
CP1,1085425.0,-10649.413920796433,319.8222323573416,-11404.638671875,-10950.439453124998,-10508.642578125,-10421.38671875,-10066.894531249998
Pz,1085425.0,-2668.733441735812,493.9030434917533,-3531.005859375,-3170.654296875,-2504.1015625,-2372.216796875,-1793.115234375
P3,1085425.0,-7644.783726978344,389.01191020899404,-8777.490234375,-7719.042968749999,-7633.984375,-7391.064453124999,-7075.1953125
P7,1085425.0,-10700.786506077688,1040.8823828509408,-12500.29296875,-11680.810546875,-10531.494140625,-9863.720703125,-8770.01953125
O1,1085425.0,-5737.407199953719,314.71865619754175,-6275.634765625,-6142.138671874999,-5604.296874999999,-5489.0625,-5249.560546875
Oz,1085425.0,-13887.646005237004,258.9081032901988,-14489.306640625,-14028.02734375,-13859.277343749998,-13664.208984374998,-13491.2109375
O2,1085425.0,-7818.129888728062,1170.612553705366,-9987.207031249998,-8841.748046875,-7567.578125,-6841.259765625,-5864.16015625
P4,1085425.0,-14510.181092749528,368.3909849229575,-15012.744140625,-14819.140625,-14534.47265625,-14321.533203124998,-13599.511718749998
P8,1085425.0,-12427.073427009438,2092.2143414897128,-15542.626953125,-14561.230468749998,-12075.683593749998,-10642.28515625,-8890.185546875
TP10,1085425.0,-18085.106048475034,425.3784882283977,-18685.107421875,-18417.285156249996,-18216.796875,-17794.23828125,-15169.62890625
CP6,1085425.0,-16663.762564068005,1208.9426927748686,-19293.359375,-17789.306640625,-16525.537109375,-15650.5859375,-14475.68359375
CP2,1085425.0,-9897.087504111652,298.2177501182614,-10556.201171875,-10178.759765625,-9724.609375,-9666.11328125,-9578.662109375
Cz,1085425.0,-8793.10866360311,427.30477571026466,-9395.1171875,-9279.980468749998,-8696.875,-8454.541015624998,-7955.615234374999
C4,1085425.0,-13252.777448295743,302.9098442348533,-13852.734375,-13563.769531249998,-13127.197265625,-13044.140624999998,-12510.83984375
T8,1085425.0,-4746.879345081204,175.74441776836787,-5045.068359375,-4936.621093749999,-4661.669921875,-4587.207031249999,-4353.369140625
FT10,1085425.0,-12051.607922380994,3039.82133745983,-16376.611328124998,-15069.531249999998,-12161.474609374998,-9515.380859375,-6339.2578125
FC6,1085425.0,-16145.175193427618,353.59628823728406,-16803.320312499996,-16427.880859375,-16169.677734374998,-15871.484374999998,-14726.318359374998
FC2,1085425.0,-13272.655443414302,541.7215823172661,-14603.02734375,-13740.380859375,-12971.142578124998,-12889.697265625,-12572.55859375
F4,1085425.0,-8745.895624616725,606.8350281801856,-9575.732421875,-9382.958984375,-8700.68359375,-8260.009765625,-7269.580078125
F8,1085425.0,-7994.351066447546,136.3737370135108,-8393.75,-8089.599609374999,-7986.132812499999,-7918.798828125,-7317.333984375
Fp2,1085425.0,-13685.498941856733,1173.5561736250081,-15557.51953125,-14828.662109375,-13658.3984375,-12660.839843749998,-10867.529296875
AF7,1085425.0,-17033.334575031455,1011.5137050339415,-18751.07421875,-18074.0234375,-16956.15234375,-16254.931640624998,-14484.326171875
AF3,1085425.0,-20686.262304817956,831.4484576259564,-21826.171874999996,-21415.673828125,-20779.931640625,-20134.228515624996,-18411.132812499996
AFz,1085425.0,-11859.714968449138,657.9018055290992,-12763.427734375,-12512.3046875,-11905.273437499998,-11314.697265625,-10204.248046875
F1,1085425.0,-15574.168228854769,4462.138052300299,-22999.0234375,-19977.197265625,-14814.990234374998,-11343.701171875,-9748.828125
F5,1085425.0,-18410.98336310158,404.15845523721816,-18997.119140624996,-18668.017578124996,-18557.71484375,-18136.71875,-16783.49609375
FT7,1085425.0,3317.0120265841288,354.0371027435581,1761.3281249999998,3161.767578125,3347.509765625,3555.56640625,5400.146484375
FC3,1085425.0,-12419.533353870604,201.03122763512653,-12885.205078125,-12536.669921875,-12460.15625,-12200.5859375,-11793.603515624998
FCz,1085425.0,-10244.073736597991,246.0105169863181,-10630.126953125,-10480.517578125,-10191.552734375,-10078.564453125,-9627.5390625
C1,1085425.0,-12597.948790355376,111.16220073794254,-12876.26953125,-12668.45703125,-12609.619140625,-12539.990234375,-12088.623046875
C5,1085425.0,-14523.639014167837,1234.0927923134004,-16315.4296875,-15791.9921875,-14495.751953124998,-13490.869140624998,-12041.552734374998
TP7,1085425.0,-9006.399027616631,390.46925712424115,-9572.998046875,-9420.947265625,-8969.23828125,-8733.349609375,-8137.939453125
CP3,1085425.0,-15625.76461148211,549.6593512349873,-16310.839843749998,-16159.033203125,-15632.421875,-15153.759765624998,-14347.314453125
P1,1085425.0,-5886.713623569829,240.6065556460318,-6351.7578125,-6161.572265625,-5755.078124999999,-5691.69921875,-5550.537109375
P5,1085425.0,-12779.846382267458,1477.5922137023929,-14953.515624999998,-14325.68359375,-12900.1953125,-11574.072265624998,-10029.638671874998
PO7,1085425.0,-11749.924657383268,380.0757230471844,-12799.4140625,-11846.09375,-11645.068359375,-11472.021484375,-11165.283203125
PO3,1085425.0,-12450.43565447974,1480.722899633815,-14897.119140625,-13828.613281249998,-12232.666015625,-11049.0234375,-9822.656249999998
POz,1085425.0,-13940.780064683404,1706.0985888329415,-16349.609375,-15794.140624999998,-13871.38671875,-12163.232421875,-11608.88671875
PO4,1085425.0,-10261.749875570773,428.1282162517155,-10916.6015625,-10641.455078124998,-10348.144531249998,-9916.259765625,-9270.8984375
PO8,1085425.0,-11939.044840181768,354.2303491323115,-12590.966796874998,-12225.048828125,-11897.070312499998,-11716.650390625,-11058.447265625
P6,1085425.0,-11322.814248891924,459.55075389782246,-12051.025390625,-11608.398437499998,-11438.232421875,-11083.69140625,-10115.52734375
P2,1085425.0,-11855.56802090591,317.042961087279,-12389.55078125,-12211.279296874998,-11805.810546875,-11573.681640625,-11217.67578125
CP4,1085425.0,-9490.87521795358,355.1939303874111,-10379.296875,-9726.513671875,-9327.24609375,-9258.984375,-9026.171874999998
TP8,1085425.0,-8650.419477420639,330.0437733236081,-9395.361328124998,-8987.109375,-8489.501953124998,-8375.439453125,-8016.162109374999
C6,1085425.0,-10877.380106186805,218.79750084983445,-11342.96875,-11050.390625,-10897.998046875,-10672.314453125,-10215.283203125
C2,1085425.0,-11191.669155461139,185.29782389037356,-11568.505859375,-11311.81640625,-11226.708984375,-11128.271484374998,-10680.419921875
FC4,1085425.0,-9041.83496487371,159.09898897493878,-9373.681640625,-9171.97265625,-8997.949218749998,-8925.5859375,-8427.5390625
FT8,1085425.0,-9283.423567480408,1997.0726477073642,-13028.125,-11070.849609374998,-9098.388671874998,-7720.654296875,-5636.328124999999
F6,1085425.0,-19536.54251975213,480.1667678661938,-20180.419921874996,-19899.853515625,-19715.185546875,-19231.445312499996,-17929.003906249996
F2,1085425.0,-8278.879504508963,488.06051033043695,-9454.931640624998,-8635.009765625,-8304.931640624998,-7770.849609375,-7512.98828125
AF4,1085425.0,-13260.51496987967,777.7149909808663,-15023.14453125,-13879.736328125,-12959.033203125,-12669.824218749998,-11838.427734374998
AF8,1085425.0,-20439.939986065365,525.3488626864165,-22059.47265625,-20798.14453125,-20378.564453124996,-19984.423828125,-19142.138671875
VEOG,1085425.0,-1940220.3857962608,118215.68345087263,-2481636.0,-2044856.8749999998,-1935236.9999999998,-1837809.125,-59729.21875
X,1085425.0,-211249.3964976144,130907.19326263468,-1732812.875,-250951.64062499997,-192886.59375,-142854.15625,871288.4999999999
Y,1085425.0,-1272286.403326241,135235.99443595472,-2008334.75,-1334028.0,-1317135.1249999998,-1243922.1249999998,461442.1875
Z,1085425.0,323680.17529008526,165406.1768921247,-950359.6875,239850.28125,274934.46875,420270.24999999994,1416633.125
