onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
444.0100000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
444.8100000000	n/a	n/a	Trn No Response	n/a	n/a	S105
446.9120000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
447.3220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
447.3960000000	n/a	n/a	FB: +1	n/a	n/a	S  8
449.4800000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
450.0500000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
450.1140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
452.2000000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
452.7660000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
452.8340000000	n/a	n/a	FB: +1	n/a	n/a	S  8
454.9180000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
455.4260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
455.4860000000	n/a	n/a	FB: +1	n/a	n/a	S  8
457.5700000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
458.1540000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
458.2200000000	n/a	n/a	FB: 0	n/a	n/a	S  9
460.3060000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
461.0420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
461.1060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
463.1920000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
463.7580000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
463.8260000000	n/a	n/a	FB: +1	n/a	n/a	S  8
465.9100000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
466.5340000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
466.5940000000	n/a	n/a	FB: 0	n/a	n/a	S  9
468.6780000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
469.3940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
469.4620000000	n/a	n/a	FB: +1	n/a	n/a	S  8
471.5480000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
472.1140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
472.1820000000	n/a	n/a	FB: 0	n/a	n/a	S  9
474.2660000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
474.7020000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
474.7680000000	n/a	n/a	FB: 0	n/a	n/a	S  9
476.8520000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
477.3780000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
477.4360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
479.5200000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
480.0380000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
480.1040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
482.1900000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
482.9900000000	n/a	n/a	Trn No Response	n/a	n/a	S105
485.0920000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
485.5380000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
485.6080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
487.6940000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
488.0620000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
488.1280000000	n/a	n/a	FB: 0	n/a	n/a	S  9
490.2120000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
490.6180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
490.6800000000	n/a	n/a	FB: +1	n/a	n/a	S  8
492.7640000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
493.2260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
493.2980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
495.3840000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
495.7260000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
495.7840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
497.8680000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
498.2100000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
498.2680000000	n/a	n/a	FB: +1	n/a	n/a	S  8
500.3540000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
500.7940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
500.8540000000	n/a	n/a	FB: 0	n/a	n/a	S  9
502.9380000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
503.3860000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
503.4560000000	n/a	n/a	FB: 0	n/a	n/a	S  9
505.5400000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
506.0060000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
506.0740000000	n/a	n/a	FB: 0	n/a	n/a	S  9
508.1600000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
508.6900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
508.7600000000	n/a	n/a	FB: 0	n/a	n/a	S  9
510.8460000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
511.2060000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
513.3140000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
513.8180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
513.8800000000	n/a	n/a	FB: 0	n/a	n/a	S  9
515.9660000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
516.3700000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
516.4320000000	n/a	n/a	FB: +1	n/a	n/a	S  8
518.5180000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
519.0740000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
519.1340000000	n/a	n/a	FB: 0	n/a	n/a	S  9
521.2200000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
521.6300000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
521.7040000000	n/a	n/a	FB: +1	n/a	n/a	S  8
523.7880000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
524.2620000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
524.3220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
526.4080000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
526.8340000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
526.9080000000	n/a	n/a	FB: +1	n/a	n/a	S  8
528.9920000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
529.2780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
529.3420000000	n/a	n/a	FB: 0	n/a	n/a	S  9
531.4280000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
532.1300000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
532.1940000000	n/a	n/a	FB: 0	n/a	n/a	S  9
534.2800000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
534.6020000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
536.6980000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
537.1940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
537.2660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
539.3500000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
539.7900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
539.8500000000	n/a	n/a	FB: 0	n/a	n/a	S  9
541.9360000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
542.5260000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
542.5860000000	n/a	n/a	FB: +1	n/a	n/a	S  8
544.6720000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
545.2500000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
545.3220000000	n/a	n/a	FB: +1	n/a	n/a	S  8
547.4060000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
547.8220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
547.8900000000	n/a	n/a	FB: 0	n/a	n/a	S  9
549.9760000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
550.4860000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
550.5600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
552.6440000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
553.2100000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
553.2780000000	n/a	n/a	FB: +1	n/a	n/a	S  8
555.3620000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
555.8500000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
555.9140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
557.9980000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
558.3940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
558.4660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
560.5500000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
560.9220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
560.9840000000	n/a	n/a	FB: 0	n/a	n/a	S  9
563.0680000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
563.4460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
563.5200000000	n/a	n/a	FB: 0	n/a	n/a	S  9
565.6040000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
565.9700000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
566.0380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
568.1220000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
568.5940000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
570.6920000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
571.1980000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
571.2580000000	n/a	n/a	FB: 0	n/a	n/a	S  9
573.3440000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
573.8740000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
573.9440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
576.0280000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
576.4380000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
576.4960000000	n/a	n/a	FB: +1	n/a	n/a	S  8
578.5800000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
579.0980000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
579.1640000000	n/a	n/a	FB: +1	n/a	n/a	S  8
581.2500000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
581.5940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
581.6660000000	n/a	n/a	FB: 0	n/a	n/a	S  9
583.7520000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
584.0740000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
584.1360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
586.2200000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
586.6140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
586.6860000000	n/a	n/a	FB: +1	n/a	n/a	S  8
588.7720000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
589.2020000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
589.2720000000	n/a	n/a	FB: 0	n/a	n/a	S  9
591.3580000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
591.7460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
591.8080000000	n/a	n/a	FB: +1	n/a	n/a	S  8
593.8920000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
594.1340000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
594.1920000000	n/a	n/a	FB: +1	n/a	n/a	S  8
596.2780000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
596.7380000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
596.7940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
598.8800000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
599.2500000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
599.3140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
601.3980000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
601.8260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
601.8820000000	n/a	n/a	FB: 0	n/a	n/a	S  9
603.9680000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
604.3380000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
604.4000000000	n/a	n/a	FB: 0	n/a	n/a	S  9
606.4860000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
606.8060000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
608.9040000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
609.2620000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
609.3220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
611.4060000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
611.7940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
611.8560000000	n/a	n/a	FB: +1	n/a	n/a	S  8
613.9420000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
614.6500000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
614.7080000000	n/a	n/a	FB: +1	n/a	n/a	S  8
616.7940000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
617.2580000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
617.3280000000	n/a	n/a	FB: +1	n/a	n/a	S  8
619.4120000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
619.8620000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
619.9300000000	n/a	n/a	FB: 0	n/a	n/a	S  9
622.0140000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
622.5420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
622.6140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
624.7000000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
625.2860000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
625.3500000000	n/a	n/a	FB: 0	n/a	n/a	S  9
627.4360000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
627.7680000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
627.8360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
629.9200000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
630.3360000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
630.4040000000	n/a	n/a	FB: +1	n/a	n/a	S  8
632.4900000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
632.9040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
632.9720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
635.0580000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
635.5160000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
635.5740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
