onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
248.4520000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
249.2540000000	n/a	n/a	Trn No Response	n/a	n/a	S105
251.3720000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
252.1720000000	n/a	n/a	Trn No Response	n/a	n/a	S105
254.2740000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
254.9580000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
257.0600000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
257.7700000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
257.8440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
259.9280000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
260.7280000000	n/a	n/a	Trn No Response	n/a	n/a	S105
262.8300000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
263.4980000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
265.6000000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
266.4000000000	n/a	n/a	Trn No Response	n/a	n/a	S105
268.5020000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
269.0100000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
269.0680000000	n/a	n/a	FB: +1	n/a	n/a	S  8
271.1540000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
271.9260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
271.9880000000	n/a	n/a	FB: +1	n/a	n/a	S  8
274.0720000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
274.7060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
274.7720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
276.8580000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
277.3740000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
277.4420000000	n/a	n/a	FB: +1	n/a	n/a	S  8
279.5260000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
280.1340000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
280.1940000000	n/a	n/a	FB: 0	n/a	n/a	S  9
282.2780000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
283.0780000000	n/a	n/a	Trn No Response	n/a	n/a	S105
285.1820000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
285.6300000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
285.6980000000	n/a	n/a	FB: +1	n/a	n/a	S  8
287.7840000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
288.3660000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
288.4340000000	n/a	n/a	FB: +1	n/a	n/a	S  8
290.5180000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
291.2100000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
293.3200000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
293.7820000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
293.8540000000	n/a	n/a	FB: +1	n/a	n/a	S  8
295.9400000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
296.6420000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
296.7060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
298.7920000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
299.3020000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
299.3760000000	n/a	n/a	FB: 0	n/a	n/a	S  9
301.4600000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
302.1540000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
302.2100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
304.2960000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
304.8940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
304.9620000000	n/a	n/a	FB: +1	n/a	n/a	S  8
307.0480000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
307.8060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
307.8660000000	n/a	n/a	FB: 0	n/a	n/a	S  9
309.9500000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
310.5740000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
310.6340000000	n/a	n/a	FB: +1	n/a	n/a	S  8
312.7180000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
313.2580000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
313.3200000000	n/a	n/a	FB: 0	n/a	n/a	S  9
315.4040000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
316.0780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
316.1380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
318.2240000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
318.7380000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
318.8060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
320.8920000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
321.4780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
321.5420000000	n/a	n/a	FB: 0	n/a	n/a	S  9
323.6280000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
324.3140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
324.3780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
326.4620000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
327.0540000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
