onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
517.2500000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
518.0500000000	n/a	n/a	Trn No Response	n/a	n/a	S105
520.1520000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
520.6960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
520.7700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
522.8540000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
523.2640000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
523.3380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
525.4220000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
526.0360000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
526.1060000000	n/a	n/a	FB: +1	n/a	n/a	S  8
528.1920000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
528.8080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
528.8760000000	n/a	n/a	FB: 0	n/a	n/a	S  9
530.9600000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
531.7600000000	n/a	n/a	Trn No Response	n/a	n/a	S105
533.8620000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
534.4440000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
534.5120000000	n/a	n/a	FB: +1	n/a	n/a	S  8
536.5980000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
537.2440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
537.3160000000	n/a	n/a	FB: 0	n/a	n/a	S  9
539.4000000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
539.9360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
540.0000000000	n/a	n/a	FB: +1	n/a	n/a	S  8
542.0860000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
542.7120000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
542.7700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
544.8540000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
545.2560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
545.3220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
547.4060000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
548.1520000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
548.2240000000	n/a	n/a	FB: 0	n/a	n/a	S  9
550.3080000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
550.8640000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
550.9260000000	n/a	n/a	FB: 0	n/a	n/a	S  9
553.0100000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
553.6840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
553.7440000000	n/a	n/a	FB: 0	n/a	n/a	S  9
555.8300000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
556.3240000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
556.3960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
558.4820000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
558.8560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
558.9140000000	n/a	n/a	FB: +1	n/a	n/a	S  8
561.0000000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
561.8000000000	n/a	n/a	Trn No Response	n/a	n/a	S105
563.9020000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
564.5720000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
564.6360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
566.7200000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
567.4480000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
567.5040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
569.5900000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
570.2160000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
570.2740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
572.3580000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
572.9320000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
572.9920000000	n/a	n/a	FB: 0	n/a	n/a	S  9
575.0780000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
575.6480000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
575.7120000000	n/a	n/a	FB: 0	n/a	n/a	S  9
577.7960000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
578.5960000000	n/a	n/a	Trn No Response	n/a	n/a	S105
580.6980000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
581.3400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
581.3980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
583.4840000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
584.0280000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
584.1000000000	n/a	n/a	FB: +1	n/a	n/a	S  8
586.1860000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
586.8800000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
588.9880000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
589.5080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
589.5720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
591.6560000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
592.0520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
592.1240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
594.2080000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
594.8360000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
594.8920000000	n/a	n/a	FB: 0	n/a	n/a	S  9
596.9780000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
597.3840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
597.4440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
599.5300000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
600.3300000000	n/a	n/a	Trn No Response	n/a	n/a	S105
602.4320000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
602.9780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
603.0480000000	n/a	n/a	FB: +1	n/a	n/a	S  8
605.1340000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
605.5820000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
605.6500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
607.7360000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
608.2220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
608.2860000000	n/a	n/a	FB: 0	n/a	n/a	S  9
610.3720000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
610.7180000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
610.7880000000	n/a	n/a	FB: 0	n/a	n/a	S  9
612.8720000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
613.2860000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
613.3560000000	n/a	n/a	FB: +1	n/a	n/a	S  8
615.4420000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
615.8820000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
617.9760000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
618.7780000000	n/a	n/a	Trn No Response	n/a	n/a	S105
620.8800000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
621.5180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
621.5800000000	n/a	n/a	FB: 0	n/a	n/a	S  9
623.6640000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
624.4640000000	n/a	n/a	Trn No Response	n/a	n/a	S105
626.5660000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
627.1780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
627.2500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
629.3360000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
629.9860000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
630.0520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
632.1380000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
632.5420000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
632.6040000000	n/a	n/a	FB: +1	n/a	n/a	S  8
634.6900000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
635.2060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
635.2740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
637.3580000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
637.9900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
638.0580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
640.1440000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
640.5020000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
640.5600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
642.6460000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
643.1740000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
645.2820000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
645.7980000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
645.8640000000	n/a	n/a	FB: +1	n/a	n/a	S  8
647.9500000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
648.5180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
648.5840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
650.6680000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
651.1740000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
651.2360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
653.3200000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
654.0460000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
654.1040000000	n/a	n/a	FB: +1	n/a	n/a	S  8
656.1900000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
656.7220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
656.7900000000	n/a	n/a	FB: +1	n/a	n/a	S  8
658.8740000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
659.6760000000	n/a	n/a	Trn No Response	n/a	n/a	S105
661.7780000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
662.1860000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
662.2440000000	n/a	n/a	FB: 0	n/a	n/a	S  9
664.3280000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
664.7900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
664.8620000000	n/a	n/a	FB: +1	n/a	n/a	S  8
666.9480000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
667.4020000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
667.4640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
669.5500000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
669.9140000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
669.9840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
672.0680000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
672.5140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
672.5860000000	n/a	n/a	FB: +1	n/a	n/a	S  8
674.6700000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
675.1220000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
675.1880000000	n/a	n/a	FB: +1	n/a	n/a	S  8
677.2720000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
677.6220000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
677.6900000000	n/a	n/a	FB: +1	n/a	n/a	S  8
679.7740000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
680.2220000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
680.2920000000	n/a	n/a	FB: +1	n/a	n/a	S  8
682.3760000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
682.8860000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
682.9440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
685.0280000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
685.3940000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
685.4620000000	n/a	n/a	FB: +1	n/a	n/a	S  8
687.5460000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
688.2340000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
688.2980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
690.3820000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
691.0660000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
693.1680000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
693.7700000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
693.8340000000	n/a	n/a	FB: 0	n/a	n/a	S  9
695.9200000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
696.4620000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
696.5200000000	n/a	n/a	FB: +1	n/a	n/a	S  8
698.6060000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
699.3580000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
699.4220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
701.5080000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
701.9420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
702.0080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
704.0920000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
704.7300000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
704.7940000000	n/a	n/a	FB: 0	n/a	n/a	S  9
706.8780000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
707.5140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
707.5780000000	n/a	n/a	FB: +1	n/a	n/a	S  8
709.6640000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
710.2780000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
710.3480000000	n/a	n/a	FB: 0	n/a	n/a	S  9
712.4320000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
713.0420000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
713.1000000000	n/a	n/a	FB: +1	n/a	n/a	S  8
715.1840000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
715.7180000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
715.7860000000	n/a	n/a	FB: 0	n/a	n/a	S  9
717.8700000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
718.4660000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
718.5380000000	n/a	n/a	FB: 0	n/a	n/a	S  9
720.6220000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
721.1820000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
721.2400000000	n/a	n/a	FB: 0	n/a	n/a	S  9
723.3240000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
723.9340000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
723.9920000000	n/a	n/a	FB: 0	n/a	n/a	S  9
726.0760000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
726.8760000000	n/a	n/a	Trn No Response	n/a	n/a	S105
728.9780000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
729.5140000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
729.5800000000	n/a	n/a	FB: 0	n/a	n/a	S  9
731.6640000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
732.3500000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
732.4140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
734.5000000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
735.0780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
735.1500000000	n/a	n/a	FB: 0	n/a	n/a	S  9
737.2340000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
737.9220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
737.9860000000	n/a	n/a	FB: +1	n/a	n/a	S  8
740.0700000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
740.6020000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
740.6700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
742.7560000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
743.5220000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
743.5900000000	n/a	n/a	FB: 0	n/a	n/a	S  9
745.6740000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
746.1460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
746.2080000000	n/a	n/a	FB: +1	n/a	n/a	S  8
748.2940000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
748.7580000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
748.8280000000	n/a	n/a	FB: 0	n/a	n/a	S  9
750.9120000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
751.3440000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
753.4480000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
754.0720000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
754.1320000000	n/a	n/a	FB: 0	n/a	n/a	S  9
756.2160000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
756.6800000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
756.7500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
758.8340000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
759.2520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
759.3180000000	n/a	n/a	FB: 0	n/a	n/a	S  9
761.4040000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
761.9560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
762.0200000000	n/a	n/a	FB: +1	n/a	n/a	S  8
764.1060000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
764.6280000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
764.6900000000	n/a	n/a	FB: 0	n/a	n/a	S  9
766.7740000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
767.4320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
767.4920000000	n/a	n/a	FB: +1	n/a	n/a	S  8
769.5760000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
770.3760000000	n/a	n/a	Trn No Response	n/a	n/a	S105
772.4780000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
772.9600000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
773.0280000000	n/a	n/a	FB: 0	n/a	n/a	S  9
797.2920000000	n/a	n/a	Test Stim: AD	n/a	n/a	S 14
798.7380000000	n/a	n/a	Test Resp: right,incorrect	n/a	n/a	S  4
799.8000000000	n/a	n/a	Test Stim: CD	n/a	n/a	S 34
801.1400000000	n/a	n/a	Test Resp: left,correct	n/a	n/a	S  1
802.2020000000	n/a	n/a	Test Stim: DC	n/a	n/a	S 43
802.9880000000	n/a	n/a	Test Resp: right,correct	n/a	n/a	S  2
804.0520000000	n/a	n/a	Test Stim: AB	n/a	n/a	S 12
805.0520000000	n/a	n/a	Test Resp: right,incorrect	n/a	n/a	S  4
806.1220000000	n/a	n/a	Test Stim: CB	n/a	n/a	S 32
807.3520000000	n/a	n/a	Test Resp: left,incorrect	n/a	n/a	S  3
808.4220000000	n/a	n/a	Test Stim: AC	n/a	n/a	S 13
809.1160000000	n/a	n/a	Test Resp: right,incorrect	n/a	n/a	S  4
810.1740000000	n/a	n/a	Test Stim: AC	n/a	n/a	S 13
810.8640000000	n/a	n/a	Test Resp: right,incorrect	n/a	n/a	S  4
811.9260000000	n/a	n/a	Test Stim: AD	n/a	n/a	S 14
813.3920000000	n/a	n/a	Test Resp: right,incorrect	n/a	n/a	S  4
814.4600000000	n/a	n/a	Test Stim: AB	n/a	n/a	S 12
815.2560000000	n/a	n/a	Test Resp: right,incorrect	n/a	n/a	S  4
816.3120000000	n/a	n/a	Test Stim: DB	n/a	n/a	S 42
817.6400000000	n/a	n/a	Test Resp: right,correct	n/a	n/a	S  2
818.6980000000	n/a	n/a	Test Stim: CB	n/a	n/a	S 32
819.3200000000	n/a	n/a	Test Resp: right,correct	n/a	n/a	S  2
820.3820000000	n/a	n/a	Test Stim: AD	n/a	n/a	S 14
821.7240000000	n/a	n/a	Test Resp: right,incorrect	n/a	n/a	S  4
822.7840000000	n/a	n/a	Test Stim: BA	n/a	n/a	S 21
823.6280000000	n/a	n/a	Test Resp: left,incorrect	n/a	n/a	S  3
824.6860000000	n/a	n/a	Test Stim: CA	n/a	n/a	S 31
825.3480000000	n/a	n/a	Test Resp: left,incorrect	n/a	n/a	S  3
826.4200000000	n/a	n/a	Test Stim: CD	n/a	n/a	S 34
827.2200000000	n/a	n/a	Test Resp: left,correct	n/a	n/a	S  1
828.2880000000	n/a	n/a	Test Stim: DB	n/a	n/a	S 42
829.3320000000	n/a	n/a	Test Resp: right,correct	n/a	n/a	S  2
