onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
328.7640000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
329.5640000000	n/a	n/a	Trn No Response	n/a	n/a	S105
331.6820000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
332.1440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
332.2160000000	n/a	n/a	FB: +1	n/a	n/a	S  8
334.3020000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
334.8920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
334.9520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
337.0360000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
337.5160000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
337.5880000000	n/a	n/a	FB: +1	n/a	n/a	S  8
339.6720000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
340.2960000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
340.3560000000	n/a	n/a	FB: +1	n/a	n/a	S  8
342.4400000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
342.9880000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
343.0580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
345.1420000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
345.7560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
345.8260000000	n/a	n/a	FB: +1	n/a	n/a	S  8
347.9120000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
348.2960000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
348.3620000000	n/a	n/a	FB: +1	n/a	n/a	S  8
350.4460000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
351.1680000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
353.2660000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
353.9840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
354.0500000000	n/a	n/a	FB: 0	n/a	n/a	S  9
356.1340000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
356.8680000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
356.9360000000	n/a	n/a	FB: 0	n/a	n/a	S  9
359.0200000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
359.6040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
359.6700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
361.7560000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
362.4960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
362.5560000000	n/a	n/a	FB: 0	n/a	n/a	S  9
364.6420000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
365.2120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
365.2740000000	n/a	n/a	FB: 0	n/a	n/a	S  9
367.3600000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
368.0240000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
368.0940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
370.1780000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
370.8160000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
370.8800000000	n/a	n/a	FB: +1	n/a	n/a	S  8
372.9640000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
373.4920000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
373.5640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
